chrom	start	end	count	fst	dxy	xpehh_mean	st_xpehh_w_median	st_xpehh_w_std	xpehh_max	xpehh_min	delta_SAF
2R	39630588	39650588	177	-0.00431433	0.00205355	-0.60338901	-0.60338901	-0.60338901	-0.60338901	-0.60338901	0.03868487
2R	39650588	39670588	128	0.006331	0.00153062	-0.54766707	-0.54766707	-0.54766707	-0.54766707	-0.54766707	0.23835127
2R	39670588	39690588	216	-0.00147094	0.00288266	-0.26077615	-0.26077615	-0.26077615	-0.26077615	-0.26077615	0.14014244
2R	39690588	39710588	381	0.00344325	0.00369797	-0.02469922	-0.02469922	-0.02469922	-0.02469922	-0.02469922	-0.04373225
2R	39710588	39730588	250	0.00229773	0.00249503	0.06416194	0.06416194	0.06416194	0.06416194	0.06416194	0.05678959
2R	39730588	39750588	253	0.00407984	0.00231798	-0.108707	-0.108707	-0.108707	-0.108707	-0.108707	0.06155471
2R	39750588	39770588	214	-0.00435555	0.00255012	-0.69572163	-0.69572163	-0.69572163	-0.69572163	-0.69572163	-0.06772765
2R	39770588	39790588	287	0.00036774	0.00266987	-0.14958985	-0.14958985	-0.14958985	-0.14958985	-0.14958985	0.06024329
2R	39790588	39810588	223	0.00218696	0.00212144	0.57249677	0.57249677	0.57249677	0.57249677	0.57249677	-0.03125699
2R	39810588	39830588	209	-0.00175491	0.00224084	0.78871256	0.78871256	0.78871256	0.78871256	0.78871256	0.01786658
2R	39830588	39850588	168	-0.00214582	0.00188571	-0.09861678	-0.09861678	-0.09861678	-0.09861678	-0.09861678	-0.08706884
2R	39850588	39870588	284	0.00122072	0.00340693	0.14493927	0.14493927	0.14493927	0.14493927	0.14493927	0.14986532
2R	39870588	39890588	285	-0.00262182	0.00279056	0.19849377	0.19849377	0.19849377	0.19849377	0.19849377	0.00512818
2R	39890588	39910588	229	-0.00717773	0.00233193	0.13833355	0.13833355	0.13833355	0.13833355	0.13833355	-0.09900708
2R	39910588	39930588	279	-0.00628659	0.00292395	-0.02427516	-0.02427516	-0.02427516	-0.02427516	-0.02427516	-0.10701601
2R	39930588	39950588	109	-0.00221973	0.00133313	-0.15580364	-0.15580364	-0.15580364	-0.15580364	-0.15580364	0.06721605
2R	39950588	39970588	200	-0.00586569	0.00194915	-0.07398918	-0.07398918	-0.07398918	-0.07398918	-0.07398918	-0.10937206
2R	39970588	39990588	305	-0.00467156	0.00360827	0.0920147	0.0920147	0.0920147	0.0920147	0.0920147	-0.01668355
2R	39990588	40010588	173	0.00490612	0.00184186	0.09042147	0.09042147	0.09042147	0.09042147	0.09042147	-0.11353866
2R	40010588	40030588	230	0.01086282	0.00233063	0.20138542	0.20138542	0.20138542	0.20138542	0.20138542	0.11941192
2R	40030588	40050588	169	-0.00026386	0.00195985	-0.32980616	-0.32980616	-0.32980616	-0.32980616	-0.32980616	0.05505817
2R	40050588	40070588	302	0.00358615	0.004004	-1.26428192	-1.26428192	-1.26428192	-1.26428192	-1.26428192	-0.05024772
2R	40070588	40090588	146	0.0162648	0.00159022	-1.76246392	-1.76246392	-1.76246392	-1.76246392	-1.76246392	0.15781953
2R	40090588	40110588	182	0.00408907	0.0019016	-1.61186821	-1.61186821	-1.61186821	-1.61186821	-1.61186821	-0.03576209
2R	40110588	40130588	290	0.00205063	0.0029431	-0.27774926	-0.27774926	-0.27774926	-0.27774926	-0.27774926	-0.02879719
2R	40130588	40150588	232	0.01262431	0.00245913	-1.00038346	-1.00038346	-1.00038346	-1.00038346	-1.00038346	-0.0933869
2R	40150588	40170588	241	0.01129559	0.00233453	-0.74564076	-0.74564076	-0.74564076	-0.74564076	-0.74564076	0.05189011
2R	40170588	40190588	318	-0.00623503	0.00319264	-0.24149448	-0.24149448	-0.24149448	-0.24149448	-0.24149448	-0.11401231
2R	40190588	40210588	296	-0.00255241	0.00337053	-0.68777751	-0.68777751	-0.68777751	-0.68777751	-0.68777751	0.12173442
2R	40210588	40230588	255	-0.00753429	0.0029598	-0.19021868	-0.19021868	-0.19021868	-0.19021868	-0.19021868	0.03948461
2R	40230588	40250588	247	-0.00227694	0.00282671	-0.68780279	-0.68780279	-0.68780279	-0.68780279	-0.68780279	0.0205291
2R	40250588	40270588	252	-0.00354726	0.00267402	-0.58613586	-0.58613586	-0.58613586	-0.58613586	-0.58613586	-0.15561302
2R	40270588	40290588	279	-0.00968633	0.00322234	-0.26544075	-0.26544075	-0.26544075	-0.26544075	-0.26544075	-0.01203308
2R	40290588	40310588	272	-0.00925842	0.00315949	-0.5075405	-0.5075405	-0.5075405	-0.5075405	-0.5075405	0.10693292
2R	40310588	40330588	219	0.00360618	0.00235278	-0.44990932	-0.44990932	-0.44990932	-0.44990932	-0.44990932	-0.04930573
2R	40330588	40350588	259	-0.00682861	0.00318094	-0.53259702	-0.53259702	-0.53259702	-0.53259702	-0.53259702	-0.13103117
2R	40350588	40370588	359	-0.00818286	0.00375721	-0.18196966	-0.18196966	-0.18196966	-0.18196966	-0.18196966	-0.06197611
2R	40370588	40390588	271	-0.01030468	0.00274496	-0.55935748	-0.55935748	-0.55935748	-0.55935748	-0.55935748	-0.09565875
2R	40390588	40410588	227	-0.00055399	0.00205205	0.87398234	0.87398234	0.87398234	0.87398234	0.87398234	0.06582581
2R	40410588	40430588	412	-0.00392501	0.00411704	0.98266737	0.98266737	0.98266737	0.98266737	0.98266737	-0.03047765
2R	40430588	40450588	216	-0.00952372	0.00205085	0.20129196	0.20129196	0.20129196	0.20129196	0.20129196	-0.01432608
2R	40450588	40470588	225	-0.00635362	0.00236053	0.01646536	0.01646536	0.01646536	0.01646536	0.01646536	-0.04297794
2R	40470588	40490588	341	-0.00286674	0.00361642	-0.2300399	-0.2300399	-0.2300399	-0.2300399	-0.2300399	0.00514033
2R	40490588	40510588	375	0.00601016	0.00465082	-0.16225792	-0.16225792	-0.16225792	-0.16225792	-0.16225792	0.04114043
2R	40510588	40530588	346	0.00553046	0.00348868	-0.25839928	-0.25839928	-0.25839928	-0.25839928	-0.25839928	0.01617413
2R	40530588	40550588	321	0.00132942	0.00323254	-0.99612873	-0.99612873	-0.99612873	-0.99612873	-0.99612873	-0.05255036
2R	40550588	40570588	386	0.00639832	0.00444203	-0.43465453	-0.43465453	-0.43465453	-0.43465453	-0.43465453	0.08726943
2R	40570588	40590588	166	0.00416914	0.00176416	-1.29484862	-1.29484862	-1.29484862	-1.29484862	-1.29484862	-0.06874168
2R	40590588	40610588	212	0.00497081	0.00223724	-2.0343696	-2.0343696	-2.0343696	-2.0343696	-2.0343696	0.03489803
2R	40610588	40630588	350	0.01646348	0.00361917	-2.50035764	-2.50035764	-2.50035764	-2.50035764	-2.50035764	-0.23248796
2R	40630588	40650588	197	0.01944369	0.00233018	-1.05377179	-1.05377179	-1.05377179	-1.05377179	-1.05377179	-0.03258946
2R	40650588	40670588	253	0.03294328	0.00315799	-0.47318323	-0.47318323	-0.47318323	-0.47318323	-0.47318323	0.17067522
2R	40670588	40690588	334	0.01064655	0.00361267	-0.18517086	-0.18517086	-0.18517086	-0.18517086	-0.18517086	-0.06646769
2R	40690588	40710588	237	0.00117814	0.00273581	0.04261982	0.04261982	0.04261982	0.04261982	0.04261982	0.04471353
2R	40710588	40730588	295	0.00833071	0.00323024	0.59817607	0.59817607	0.59817607	0.59817607	0.59817607	0.10057422
2R	40730588	40750588	223	0.00629979	0.00239193	0.04079598	0.04079598	0.04079598	0.04079598	0.04079598	-0.06799989
2R	40750588	40770588	160	0.00225247	0.00187551	0.69990245	0.69990245	0.69990245	0.69990245	0.69990245	0.12232047
2R	40770588	40790588	233	0.01287959	0.00251502	0.13486229	0.13486229	0.13486229	0.13486229	0.13486229	-0.12333231
2R	40790588	40810588	193	0.00817449	0.0019204	0.5972393	0.5972393	0.5972393	0.5972393	0.5972393	-0.05194985
2R	40810588	40830588	492	0.01040165	0.00486266	1.51966824	1.51966824	1.51966824	1.51966824	1.51966824	0.15452905
2R	40830588	40850588	323	0.00545926	0.00319169	0.77835409	0.77835409	0.77835409	0.77835409	0.77835409	0.14806922
2R	40850588	40870588	378	0.01040037	0.00414149	1.03923823	1.03923823	1.03923823	1.03923823	1.03923823	0.08956426
2R	40870588	40890588	210	0.01363569	0.00226779	2.15636653	2.15636653	2.15636653	2.15636653	2.15636653	-0.06931765
2R	40890588	40910588	93	-0.00749281	0.00078306	0.85813001	0.85813001	0.85813001	0.85813001	0.85813001	0.06228413
2R	40910588	40930588	407	-0.00653199	0.00416459	0.00668432	0.00668432	0.00668432	0.00668432	0.00668432	-0.02542312
2R	40930588	40950588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	40950588	40970588	192	-0.00555929	0.001914	-0.02292874	-0.02292874	-0.02292874	-0.02292874	-0.02292874	-0.10266703
2R	40970588	40990588	132	-0.00510396	0.00149003	-0.10293832	-0.10293832	-0.10293832	-0.10293832	-0.10293832	0.00064855
2R	40990588	41010588	259	-0.00167589	0.00220259	-0.2788761	-0.2788761	-0.2788761	-0.2788761	-0.2788761	-0.24132888
2R	41010588	41030588	277	0.00804605	0.00266727	-0.00044157	-0.00044157	-0.00044157	-0.00044157	-0.00044157	0.12180915
2R	41030588	41050588	122	0.00010325	0.00128634	0.09549607	0.09549607	0.09549607	0.09549607	0.09549607	0.03873956
2R	41050588	41070588	116	0.00372036	0.00111589	0.45292849	0.45292849	0.45292849	0.45292849	0.45292849	0.07111005
2R	41070588	41090588	185	-0.00022179	0.00179646	0.12750283	0.12750283	0.12750283	0.12750283	0.12750283	0.0668207
2R	41090588	41110588	111	-0.00881377	0.00123244	0.16439376	0.16439376	0.16439376	0.16439376	0.16439376	0.05697845
2R	41110588	41130588	152	-0.00439654	0.00154887	-0.06599476	-0.06599476	-0.06599476	-0.06599476	-0.06599476	0.01089107
2R	41130588	41150588	140	0.0028962	0.00151812	-0.87295655	-0.87295655	-0.87295655	-0.87295655	-0.87295655	0.02892902
2R	41150588	41170588	311	0.00926383	0.0030409	-1.36590433	-1.36590433	-1.36590433	-1.36590433	-1.36590433	0.11021398
2R	41170588	41190588	364	0.00327391	0.0040276	-0.79938242	-0.79938242	-0.79938242	-0.79938242	-0.79938242	0.14898274
2R	41190588	41210588	370	0.00529813	0.00465047	-0.31002968	-0.31002968	-0.31002968	-0.31002968	-0.31002968	0.04846625
2R	41210588	41230588	130	0.01098328	0.00120034	-0.04130198	-0.04130198	-0.04130198	-0.04130198	-0.04130198	-0.1557347
2R	41230588	41250588	33	0.02798683	0.00039503	0.64965424	0.64965424	0.64965424	0.64965424	0.64965424	0.85010114
2R	41250588	41270588	234	-0.00115773	0.00249073	0.08328905	0.08328905	0.08328905	0.08328905	0.08328905	0.10470617
2R	41270588	41290588	217	0.00261507	0.00221679	-0.04380743	-0.04380743	-0.04380743	-0.04380743	-0.04380743	0.17834854
2R	41290588	41310588	158	0.00377944	0.00173311	-0.3216067	-0.3216067	-0.3216067	-0.3216067	-0.3216067	0.15403717
2R	41310588	41330588	158	0.00990705	0.00170551	0.03537912	0.03537912	0.03537912	0.03537912	0.03537912	0.18347046
2R	41330588	41350588	200	0.00017905	0.00213744	-0.54417884	-0.54417884	-0.54417884	-0.54417884	-0.54417884	-0.03149532
2R	41350588	41370588	172	-0.00410778	0.00166137	-0.40490726	-0.40490726	-0.40490726	-0.40490726	-0.40490726	-0.05592354
2R	41370588	41390588	124	-0.00453326	0.0009881	-0.06134787	-0.06134787	-0.06134787	-0.06134787	-0.06134787	-0.02235156
2R	41390588	41410588	129	-0.00452794	0.00132458	-0.10396746	-0.10396746	-0.10396746	-0.10396746	-0.10396746	-0.13818065
2R	41410588	41430588	154	0.0049954	0.00153672	0.17162316	0.17162316	0.17162316	0.17162316	0.17162316	0.10154751
2R	41430588	41450588	236	-0.00254139	0.00210809	0.09892456	0.09892456	0.09892456	0.09892456	0.09892456	0.13710729
2R	41450588	41470588	191	-0.00570595	0.00177261	0.27379252	0.27379252	0.27379252	0.27379252	0.27379252	-0.03410789
2R	41470588	41490588	209	-0.00314326	0.00197935	-0.08079313	-0.08079313	-0.08079313	-0.08079313	-0.08079313	-0.04040985
2R	41490588	41510588	165	-0.00516977	0.00162527	0.07328425	0.07328425	0.07328425	0.07328425	0.07328425	-0.10146471
2R	41510588	41530588	56	0.00339771	0.00048368	0.1134595	0.1134595	0.1134595	0.1134595	0.1134595	0.1686537
2R	41530588	41550588	31	-0.00824329	0.00021969	0.5264788	0.5264788	0.5264788	0.5264788	0.5264788	0.02527219
2R	41550588	41570588	136	0.00732385	0.00143678	0.45512249	0.45512249	0.45512249	0.45512249	0.45512249	0.0276884
2R	41570588	41590588	105	0.00589216	0.00099275	-0.33573039	-0.33573039	-0.33573039	-0.33573039	-0.33573039	-0.0468211
2R	41590588	41610588	12	-0.00924005	0.00011164	0.34115601	0.34115601	0.34115601	0.34115601	0.34115601	0.24334929
2R	41610588	41630588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	41630588	41650588	21	-0.0068891	0.00021189	0.18538506	0.18538506	0.18538506	0.18538506	0.18538506	0.01223235
2R	41650588	41670588	40	0.00080969	0.00040318	-0.01010596	-0.01010596	-0.01010596	-0.01010596	-0.01010596	0.09140968
2R	41670588	41690588	144	0.01219158	0.00133798	-0.36213386	-0.36213386	-0.36213386	-0.36213386	-0.36213386	0.0480423
2R	41690588	41710588	318	0.00258792	0.00301045	-0.34703215	-0.34703215	-0.34703215	-0.34703215	-0.34703215	-0.09729906
2R	41710588	41730588	314	0.00144318	0.00278061	0.12317766	0.12317766	0.12317766	0.12317766	0.12317766	0.08415729
2R	41730588	41750588	131	-0.00542064	0.00118764	0.18787867	0.18787867	0.18787867	0.18787867	0.18787867	-0.07215655
2R	41750588	41770588	58	-0.00315568	0.00050277	0.22054049	0.22054049	0.22054049	0.22054049	0.22054049	0.18756244
2R	41770588	41790588	430	-0.00178079	0.00445358	-0.0612344	-0.0612344	-0.0612344	-0.0612344	-0.0612344	0.0097391
2R	41790588	41810588	313	-0.0028698	0.00385321	-0.38218126	-0.38218126	-0.38218126	-0.38218126	-0.38218126	0.06881065
2R	41810588	41830588	86	-0.01119145	0.00082926	0.14534883	0.14534883	0.14534883	0.14534883	0.14534883	-0.0855361
2R	41830588	41850588	155	-0.00719008	0.00170701	-1.22617472	-1.22617472	-1.22617472	-1.22617472	-1.22617472	-0.06045056
2R	41850588	41870588	326	-0.00658469	0.00322039	0.17623559	0.17623559	0.17623559	0.17623559	0.17623559	0.09386646
2R	41870588	41890588	32	-0.01431463	0.00031588	0.13633052	0.13633052	0.13633052	0.13633052	0.13633052	-0.10881843
2R	41890588	41910588	47	-0.00466356	0.00054157	0.38711908	0.38711908	0.38711908	0.38711908	0.38711908	0.04715885
2R	41910588	41930588	524	-0.00151801	0.00528229	0.49713523	0.49713523	0.49713523	0.49713523	0.49713523	0.05096539
2R	41930588	41950588	131	-0.00332685	0.00138458	0.42984138	0.42984138	0.42984138	0.42984138	0.42984138	0.07491359
2R	41950588	41970588	410	-0.0087896	0.00382956	0.16401912	0.16401912	0.16401912	0.16401912	0.16401912	-0.00819801
2R	41970588	41990588	433	-0.0098817	0.00396725	0.07188345	0.07188345	0.07188345	0.07188345	0.07188345	-0.02448528
2R	41990588	42010588	118	-0.00113738	0.00135228	0.23128093	0.23128093	0.23128093	0.23128093	0.23128093	0.21029854
2R	42010588	42030588	355	-0.00829865	0.00380831	-0.11680475	-0.11680475	-0.11680475	-0.11680475	-0.11680475	-0.04829644
2R	42030588	42050588	148	0.00325093	0.00164412	0.2329126	0.2329126	0.2329126	0.2329126	0.2329126	0.05963852
2R	42050588	42070588	192	-0.00442942	0.00243078	0.20861902	0.20861902	0.20861902	0.20861902	0.20861902	-0.32104178
2R	42070588	42090588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	42090588	42110588	74	-0.00792222	0.0009232	0.23917425	0.23917425	0.23917425	0.23917425	0.23917425	0.10851722
2R	42110588	42130588	105	-0.00878534	0.00113184	0.33998391	0.33998391	0.33998391	0.33998391	0.33998391	0.05300736
2R	42130588	42150588	31	-0.01471696	0.00032738	0.03783355	0.03783355	0.03783355	0.03783355	0.03783355	0.01336625
2R	42150588	42170588	44	-0.00728058	0.00056392	0.11172819	0.11172819	0.11172819	0.11172819	0.11172819	0.0543335
2R	42170588	42190588	400	0.00270686	0.00454267	0.74699022	0.74699022	0.74699022	0.74699022	0.74699022	0.05819211
2R	42190588	42210588	180	-0.00227461	0.00229194	0.49288939	0.49288939	0.49288939	0.49288939	0.49288939	0.01123641
2R	42210588	42230588	103	-0.00078721	0.00086606	0.06331899	0.06331899	0.06331899	0.06331899	0.06331899	0.07379756
2R	42230588	42250588	155	-0.00598882	0.00184641	0.04806131	0.04806131	0.04806131	0.04806131	0.04806131	-0.04330601
2R	42250588	42270588	100	0.027858	0.00111599	0.02357921	0.02357921	0.02357921	0.02357921	0.02357921	0.23055437
2R	42270588	42290588	196	-0.00640696	0.0020327	0.19535772	0.19535772	0.19535772	0.19535772	0.19535772	-0.02266743
2R	42290588	42310588	221	-0.00601534	0.00292205	0.2562732	0.2562732	0.2562732	0.2562732	0.2562732	-0.09213867
2R	42310588	42330588	147	-0.00478507	0.00165177	0.03138597	0.03138597	0.03138597	0.03138597	0.03138597	-0.02693575
2R	42330588	42350588	95	0.00420529	0.00081086	0.46369354	0.46369354	0.46369354	0.46369354	0.46369354	0.14784069
2R	42350588	42370588	262	-0.00496446	0.0029996	0.20351815	0.20351815	0.20351815	0.20351815	0.20351815	-0.00369287
2R	42370588	42390588	33	-0.00792124	0.00041818	0.01633024	0.01633024	0.01633024	0.01633024	0.01633024	-0.25267734
2R	42390588	42410588	158	0.00237806	0.00166317	0.4221227	0.4221227	0.4221227	0.4221227	0.4221227	0.17833131
2R	42410588	42430588	180	-0.00246974	0.0019953	0.52167806	0.52167806	0.52167806	0.52167806	0.52167806	-0.1060503
2R	42430588	42450588	116	0.01245525	0.00147638	0.77929859	0.77929859	0.77929859	0.77929859	0.77929859	-0.33360973
2R	42450588	42470588	210	-0.00708759	0.00201985	1.01160211	1.01160211	1.01160211	1.01160211	1.01160211	-0.02924567
2R	42470588	42490588	257	-0.00488913	0.00237833	0.08851479	0.08851479	0.08851479	0.08851479	0.08851479	0.01747079
2R	42490588	42510588	171	-0.00540373	0.00165007	0.09353601	0.09353601	0.09353601	0.09353601	0.09353601	-0.0386439
2R	42510588	42530588	174	-0.0100304	0.00175771	0.16909399	0.16909399	0.16909399	0.16909399	0.16909399	0.03695917
2R	42530588	42550588	113	-0.00953034	0.0009971	0.61498428	0.61498428	0.61498428	0.61498428	0.61498428	0.03403833
2R	42550588	42570588	231	-0.0099359	0.00227089	0.1140266	0.1140266	0.1140266	0.1140266	0.1140266	0.02725136
2R	42570588	42590588	109	-0.00671205	0.00114064	0.02850092	0.02850092	0.02850092	0.02850092	0.02850092	0.00762082
2R	42590588	42610588	135	-0.01154251	0.00143378	0.33295098	0.33295098	0.33295098	0.33295098	0.33295098	-0.02307474
2R	42610588	42630588	173	-0.00861001	0.00176286	0.76463802	0.76463802	0.76463802	0.76463802	0.76463802	0.09639124
2R	42630588	42650588	264	-0.01220239	0.00230973	0.74390387	0.74390387	0.74390387	0.74390387	0.74390387	-0.04408892
2R	42650588	42670588	182	-0.00595601	0.00161077	1.7099973	1.7099973	1.7099973	1.7099973	1.7099973	-0.00331514
2R	42670588	42690588	195	-0.00511695	0.0019226	1.64198892	1.64198892	1.64198892	1.64198892	1.64198892	0.02445404
2R	42690588	42710588	202	-0.00489584	0.00191685	1.32806594	1.32806594	1.32806594	1.32806594	1.32806594	0.00990056
2R	42710588	42730588	146	-0.00606735	0.00132813	0.54635921	0.54635921	0.54635921	0.54635921	0.54635921	0.04709431
2R	42730588	42750588	142	-0.01421646	0.00130753	0.3273709	0.3273709	0.3273709	0.3273709	0.3273709	-0.04871231
2R	42750588	42770588	175	-0.00328009	0.00126449	0.92284908	0.92284908	0.92284908	0.92284908	0.92284908	-0.0471023
2R	42770588	42790588	125	-0.00747471	0.00135998	0.79950459	0.79950459	0.79950459	0.79950459	0.79950459	0.16515267
2R	42790588	42810588	300	-0.00372393	0.00346228	2.16969197	2.16969197	2.16969197	2.16969197	2.16969197	0.00073802
2R	42810588	42830588	400	0.00198031	0.00428504	2.5205095	2.5205095	2.5205095	2.5205095	2.5205095	0.25786659
2R	42830588	42850588	502	-0.01141972	0.00524804	0.94528686	0.94528686	0.94528686	0.94528686	0.94528686	-0.06027506
2R	42850588	42870588	446	-0.01357272	0.00466777	0.15113541	0.15113541	0.15113541	0.15113541	0.15113541	-0.04681479
2R	42870588	42890588	381	-0.00374366	0.00436418	-0.48340025	-0.48340025	-0.48340025	-0.48340025	-0.48340025	0.02950333
2R	42890588	42910588	393	-0.00354245	0.0040203	-0.05342495	-0.05342495	-0.05342495	-0.05342495	-0.05342495	-0.04379437
2R	42910588	42930588	584	-0.0082942	0.00583691	-0.00320835	-0.00320835	-0.00320835	-0.00320835	-0.00320835	-0.06982445
2R	42930588	42950588	666	-0.00849693	0.00663242	0.0910793	0.0910793	0.0910793	0.0910793	0.0910793	-0.10872145
2R	42950588	42970588	568	-0.00613928	0.00530003	0.11152563	0.11152563	0.11152563	0.11152563	0.11152563	-0.02505974
2R	42970588	42990588	429	-0.00952213	0.0039599	0.12544383	0.12544383	0.12544383	0.12544383	0.12544383	-0.02141907
2R	42990588	43010588	382	-0.01281667	0.00362327	0.03799893	0.03799893	0.03799893	0.03799893	0.03799893	-0.0269581
2R	43010588	43030588	376	-0.01099583	0.00403215	0.47771709	0.47771709	0.47771709	0.47771709	0.47771709	0.01888858
2R	43030588	43050588	227	-0.00631119	0.00234758	-0.49384571	-0.49384571	-0.49384571	-0.49384571	-0.49384571	-0.01807172
2R	43050588	43070588	107	-0.00299886	0.00137398	-0.04194656	-0.04194656	-0.04194656	-0.04194656	-0.04194656	0.03851337
2R	43070588	43090588	248	-0.01539639	0.00295805	-0.27051174	-0.27051174	-0.27051174	-0.27051174	-0.27051174	-0.0920013
2R	43090588	43110588	223	-0.00660513	0.00309125	0.22926548	0.22926548	0.22926548	0.22926548	0.22926548	0.17827684
2R	43110588	43130588	361	-0.00998648	0.0039234	0.27251227	0.27251227	0.27251227	0.27251227	0.27251227	-0.04416482
2R	43130588	43150588	289	-0.00863653	0.00337793	-0.75151489	-0.75151489	-0.75151489	-0.75151489	-0.75151489	-0.11502837
2R	43150588	43170588	334	-0.00374303	0.00378276	-0.15736707	-0.15736707	-0.15736707	-0.15736707	-0.15736707	-0.10116602
2R	43170588	43190588	420	-0.01020583	0.00452202	-0.45904679	-0.45904679	-0.45904679	-0.45904679	-0.45904679	-0.08601431
2R	43190588	43210588	161	-0.01032503	0.00192055	-0.34986075	-0.34986075	-0.34986075	-0.34986075	-0.34986075	0.11203024
2R	43210588	43230588	267	-0.00823575	0.00321984	-0.57763128	-0.57763128	-0.57763128	-0.57763128	-0.57763128	-0.06498106
2R	43230588	43250588	278	-0.00499256	0.00338128	0.0276316	0.0276316	0.0276316	0.0276316	0.0276316	0.13311087
2R	43250588	43270588	138	-0.00153986	0.00146693	-0.94924411	-0.94924411	-0.94924411	-0.94924411	-0.94924411	0.04516719
2R	43270588	43290588	230	0.00199608	0.00226349	0.08321658	0.08321658	0.08321658	0.08321658	0.08321658	-0.15017992
2R	43290588	43310588	320	-0.00772259	0.00369752	0.0316425	0.0316425	0.0316425	0.0316425	0.0316425	-0.05114905
2R	43310588	43330588	88	0.00543663	0.00117014	0.09628547	0.09628547	0.09628547	0.09628547	0.09628547	0.16338107
2R	43330588	43350588	82	-0.01002747	0.00104945	1.78950593	1.78950593	1.78950593	1.78950593	1.78950593	0.27091668
2R	43350588	43370588	203	-0.00837556	0.00257627	0.06581622	0.06581622	0.06581622	0.06581622	0.06581622	0.02302003
2R	43370588	43390588	66	-0.00488226	0.00067842	-0.09995484	-0.09995484	-0.09995484	-0.09995484	-0.09995484	-0.11510964
2R	43390588	43410588	62	-0.00904978	0.00075556	0.2562938	0.2562938	0.2562938	0.2562938	0.2562938	-0.06402234
2R	43410588	43430588	149	-0.01097771	0.00165082	-0.00768733	-0.00768733	-0.00768733	-0.00768733	-0.00768733	0.00831622
2R	43430588	43450588	101	-0.00769465	0.00133903	0.05139576	0.05139576	0.05139576	0.05139576	0.05139576	-0.19693269
2R	43450588	43470588	263	-0.01044583	0.00317254	-0.24359835	-0.24359835	-0.24359835	-0.24359835	-0.24359835	-0.03365088
2R	43470588	43490588	150	-0.01114914	0.00184471	-0.18787562	-0.18787562	-0.18787562	-0.18787562	-0.18787562	-0.15403123
2R	43490588	43510588	130	-0.01334863	0.00126924	0.12012217	0.12012217	0.12012217	0.12012217	0.12012217	-0.17560846
2R	43510588	43530588	64	-0.01030263	0.00061512	0.2277282	0.2277282	0.2277282	0.2277282	0.2277282	-0.14226668
2R	43530588	43550588	95	-0.01364085	0.00136303	0.34978894	0.34978894	0.34978894	0.34978894	0.34978894	-0.1730682
2R	43550588	43570588	141	-0.0116011	0.00186171	-0.32113011	-0.32113011	-0.32113011	-0.32113011	-0.32113011	-0.08058088
2R	43570588	43590588	62	-0.00961501	0.00069092	-0.40823944	-0.40823944	-0.40823944	-0.40823944	-0.40823944	-0.21165597
2R	43590588	43610588	66	-0.00907801	0.00071686	0.08778036	0.08778036	0.08778036	0.08778036	0.08778036	-0.11958339
2R	43610588	43630588	150	-0.00365806	0.00128189	0.18600157	0.18600157	0.18600157	0.18600157	0.18600157	0.12450421
2R	43630588	43650588	121	-0.0150675	0.00124964	-0.95773892	-0.95773892	-0.95773892	-0.95773892	-0.95773892	-0.18374098
2R	43650588	43670588	126	-0.00932278	0.00138768	-2.07189032	-2.07189032	-2.07189032	-2.07189032	-2.07189032	-7.045e-05
2R	43670588	43690588	125	-0.0092085	0.00149443	-1.75193296	-1.75193296	-1.75193296	-1.75193296	-1.75193296	-0.02795211
2R	43690588	43710588	121	-0.01380167	0.00143653	-1.34166287	-1.34166287	-1.34166287	-1.34166287	-1.34166287	0.12677769
2R	43710588	43730588	197	-0.01236292	0.00220519	-0.62032911	-0.62032911	-0.62032911	-0.62032911	-0.62032911	-0.09441572
2R	43730588	43750588	194	-0.01192544	0.00231263	-0.43666581	-0.43666581	-0.43666581	-0.43666581	-0.43666581	-0.06377686
2R	43750588	43770588	216	-0.0117	0.0020278	0.00557716	0.00557716	0.00557716	0.00557716	0.00557716	-0.12676002
2R	43770588	43790588	192	-0.010425	0.00228329	-0.13777237	-0.13777237	-0.13777237	-0.13777237	-0.13777237	0.00421356
2R	43790588	43810588	357	-0.00487044	0.00357837	-0.53251308	-0.53251308	-0.53251308	-0.53251308	-0.53251308	-0.15380379
2R	43810588	43830588	134	-0.00317459	0.00142268	0.12364181	0.12364181	0.12364181	0.12364181	0.12364181	0.04879975
2R	43830588	43850588	380	-0.00483014	0.00358947	0.9651357	0.9651357	0.9651357	0.9651357	0.9651357	0.02546018
2R	43850588	43870588	419	-0.00876666	0.00449678	0.61369768	0.61369768	0.61369768	0.61369768	0.61369768	0.01433805
2R	43870588	43890588	368	-0.00743205	0.00385411	0.96005797	0.96005797	0.96005797	0.96005797	0.96005797	0.02316924
2R	43890588	43910588	266	-0.00366322	0.00244093	1.98171013	1.98171013	1.98171013	1.98171013	1.98171013	-0.01366828
2R	43910588	43930588	229	-0.00011145	0.0020342	2.11009681	2.11009681	2.11009681	2.11009681	2.11009681	0.04862655
2R	43930588	43950588	172	-0.00806632	0.00162347	1.22898129	1.22898129	1.22898129	1.22898129	1.22898129	-0.04047351
2R	43950588	43970588	318	-0.01043911	0.00333043	0.2080307	0.2080307	0.2080307	0.2080307	0.2080307	0.01180126
