chrom	start	stop	countsAccessPos	singleton	LBVwil	LPdom	LPfor	shared
3L	41550001	41560000	9817	57.0	8.0	8.0	3.0	193.0
3L	41560001	41570000	9648	97.0	6.0	12.0	3.0	290.0
3L	41570001	41580000	9886	110.0	12.0	14.0	4.0	319.0
3L	41580001	41590000	8726	59.0	13.0	2.0	5.0	185.0
3L	41590001	41600000	9712	43.0	27.0	7.0	7.0	264.0
3L	41600001	41610000	9792	67.0	25.0	11.0	15.0	324.0
3L	41610001	41620000	8325	26.0	8.0	6.0	1.0	134.0
3L	41620001	41630000	9279	50.0	4.0	18.0	2.0	259.0
3L	41630001	41640000	9514	22.0	17.0	8.0	9.0	182.0
3L	41640001	41650000	9538	43.0	16.0	5.0	14.0	193.0
3L	41650001	41660000	9148	62.0	13.0	7.0	13.0	262.0
3L	41660001	41670000	9235	53.0	6.0	7.0	5.0	158.0
3L	41670001	41680000	9699	54.0	5.0	5.0	10.0	281.0
3L	41680001	41690000	9547	38.0	1.0	12.0	3.0	216.0
3L	41690001	41700000	9194	46.0	1.0	6.0	3.0	230.0
3L	41700001	41710000	8481	32.0	2.0	5.0	0.0	143.0
3L	41710001	41720000	4602	7.0	1.0	2.0	0.0	48.0
3L	41720001	41730000	9886	45.0	3.0	2.0	0.0	129.0
3L	41730001	41740000	9292	38.0	0.0	4.0	8.0	149.0
3L	41740001	41750000	5228	22.0	0.0	2.0	0.0	76.0
3L	41750001	41760000	9958	33.0	7.0	8.0	2.0	167.0
3L	41760001	41770000	9451	26.0	7.0	0.0	7.0	80.0
3L	41770001	41780000	7254	13.0	8.0	1.0	0.0	88.0
3L	41780001	41790000	7981	36.0	10.0	7.0	4.0	103.0
3L	41790001	41800000	9537	13.0	2.0	1.0	3.0	61.0
3L	41800001	41810000	9353	4.0	2.0	0.0	2.0	42.0
3L	41810001	41820000	8564	8.0	0.0	1.0	1.0	44.0
3L	41820001	41830000	8529	9.0	1.0	1.0	0.0	26.0
3L	41830001	41840000	5896	4.0	0.0	2.0	1.0	23.0
3L	41840001	41850000	3330	3.0	0.0	0.0	1.0	1.0
3L	41850001	41860000	6218	4.0	1.0	1.0	1.0	4.0
3L	41860001	41870000	4596	3.0	0.0	0.0	0.0	6.0
3L	41870001	41880000	7268	4.0	1.0	0.0	1.0	16.0
3L	41880001	41890000	7181	4.0	0.0	0.0	0.0	13.0
3L	41890001	41900000	7087	3.0	0.0	1.0	0.0	15.0
3L	41900001	41910000	7090	8.0	0.0	0.0	0.0	23.0
3L	41910001	41920000	6555	11.0	0.0	1.0	3.0	18.0
3L	41920001	41930000	5461	4.0	0.0	1.0	5.0	5.0
3L	41930001	41940000	5651	5.0	0.0	1.0	1.0	13.0
3L	41940001	41950000	7735	3.0	0.0	0.0	0.0	2.0
3L	41950001	41956560	4045	0.0	0.0	0.0	0.0	5.0
3R	1	10000	490	nan	0.0	0.0	0.0	0.0
3R	10001	20000	6076	17.0	1.0	3.0	0.0	14.0
3R	20001	30000	9432	23.0	1.0	1.0	0.0	11.0
3R	30001	40000	9928	6.0	2.0	0.0	1.0	26.0
3R	40001	50000	8774	1.0	0.0	0.0	0.0	9.0
3R	50001	60000	9511	1.0	1.0	0.0	0.0	4.0
3R	60001	70000	8830	8.0	3.0	0.0	1.0	43.0
3R	70001	80000	7599	2.0	3.0	1.0	1.0	58.0
3R	80001	90000	5973	1.0	2.0	0.0	0.0	17.0
3R	90001	100000	8787	3.0	3.0	0.0	3.0	44.0
3R	100001	110000	7945	5.0	3.0	2.0	1.0	93.0
3R	110001	120000	6888	8.0	4.0	1.0	2.0	84.0
3R	120001	130000	8027	11.0	6.0	1.0	0.0	58.0
3R	130001	140000	6319	0.0	2.0	0.0	0.0	25.0
3R	140001	150000	9677	7.0	6.0	7.0	2.0	48.0
3R	150001	160000	7909	4.0	4.0	3.0	2.0	38.0
3R	160001	170000	9790	14.0	1.0	5.0	2.0	80.0
3R	170001	180000	8987	12.0	3.0	0.0	1.0	67.0
3R	180001	190000	9504	7.0	8.0	2.0	7.0	58.0
3R	190001	200000	8152	10.0	4.0	1.0	2.0	69.0
3R	200001	210000	9062	13.0	5.0	3.0	2.0	112.0
3R	210001	220000	9721	12.0	12.0	6.0	4.0	100.0
3R	220001	230000	9674	16.0	7.0	1.0	1.0	63.0
3R	230001	240000	9443	9.0	15.0	10.0	1.0	88.0
3R	240001	250000	9820	26.0	12.0	10.0	5.0	158.0
3R	250001	260000	9171	13.0	12.0	5.0	0.0	151.0
3R	260001	270000	9884	10.0	6.0	6.0	4.0	77.0
3R	270001	280000	9839	16.0	5.0	3.0	3.0	115.0
3R	280001	290000	8364	17.0	8.0	7.0	2.0	81.0
3R	290001	300000	9423	16.0	6.0	4.0	6.0	83.0
3R	300001	310000	9451	31.0	8.0	11.0	5.0	173.0
3R	310001	320000	8598	7.0	2.0	3.0	0.0	125.0
3R	320001	330000	7429	12.0	15.0	7.0	6.0	111.0
3R	330001	340000	9767	14.0	7.0	3.0	7.0	143.0
3R	340001	350000	9732	30.0	21.0	10.0	10.0	179.0
3R	350001	360000	9237	56.0	25.0	11.0	3.0	103.0
3R	360001	370000	3491	12.0	4.0	2.0	1.0	41.0
3R	370001	380000	9751	23.0	3.0	6.0	3.0	145.0
3R	380001	390000	9505	34.0	11.0	7.0	3.0	116.0
3R	390001	400000	9697	69.0	36.0	4.0	10.0	147.0
3R	400001	410000	8984	58.0	12.0	2.0	2.0	163.0
3R	410001	420000	6843	27.0	14.0	2.0	4.0	108.0
3R	420001	430000	3715	25.0	17.0	2.0	7.0	111.0
3R	430001	440000	9721	34.0	18.0	0.0	5.0	189.0
3R	440001	450000	8478	31.0	29.0	3.0	13.0	186.0
3R	450001	460000	9687	19.0	18.0	9.0	5.0	102.0
3R	460001	470000	9313	18.0	40.0	6.0	6.0	101.0
3R	470001	480000	9916	19.0	10.0	2.0	8.0	70.0
3R	480001	490000	9878	39.0	10.0	1.0	8.0	130.0
3R	490001	500000	9906	23.0	27.0	0.0	4.0	84.0
3R	500001	510000	9697	45.0	36.0	8.0	1.0	109.0
3R	510001	520000	9403	31.0	17.0	4.0	0.0	114.0
3R	520001	530000	9571	53.0	34.0	1.0	4.0	172.0
3R	530001	540000	9037	49.0	25.0	5.0	0.0	271.0
3R	540001	550000	9597	52.0	27.0	12.0	3.0	221.0
3R	550001	560000	9648	98.0	46.0	25.0	0.0	292.0
3R	560001	570000	9557	64.0	36.0	11.0	0.0	256.0
3R	570001	580000	9767	66.0	21.0	13.0	1.0	191.0
3R	580001	590000	9814	74.0	10.0	32.0	4.0	278.0
3R	590001	600000	9629	40.0	20.0	13.0	0.0	205.0
3R	600001	610000	9408	69.0	39.0	13.0	6.0	319.0
3R	610001	620000	6888	37.0	19.0	10.0	5.0	169.0
3R	620001	630000	9470	76.0	17.0	24.0	4.0	357.0
3R	630001	640000	8544	60.0	21.0	20.0	11.0	257.0
3R	640001	650000	8444	67.0	27.0	14.0	15.0	248.0
3R	650001	660000	8900	78.0	29.0	12.0	26.0	170.0
3R	660001	670000	7218	56.0	12.0	10.0	21.0	178.0
3R	670001	680000	9577	67.0	11.0	18.0	25.0	247.0
3R	680001	690000	9305	86.0	11.0	13.0	13.0	306.0
3R	690001	700000	9612	89.0	8.0	4.0	14.0	308.0
3R	700001	710000	9697	136.0	17.0	13.0	16.0	372.0
3R	710001	720000	9439	77.0	18.0	6.0	12.0	289.0
3R	720001	730000	9296	83.0	14.0	4.0	1.0	272.0
3R	730001	740000	9364	57.0	19.0	6.0	1.0	231.0
3R	740001	750000	9339	74.0	26.0	6.0	0.0	514.0
3R	750001	760000	8096	30.0	36.0	4.0	0.0	352.0
3R	760001	770000	8880	31.0	26.0	0.0	0.0	256.0
3R	770001	780000	9381	88.0	12.0	5.0	2.0	357.0
3R	780001	790000	8202	83.0	18.0	3.0	6.0	372.0
3R	790001	800000	8097	47.0	31.0	5.0	2.0	354.0
3R	800001	810000	9052	94.0	30.0	8.0	11.0	413.0
3R	810001	820000	9584	83.0	38.0	0.0	6.0	390.0
3R	820001	830000	9790	89.0	19.0	2.0	1.0	517.0
3R	830001	840000	9535	47.0	17.0	7.0	0.0	304.0
3R	840001	850000	9592	85.0	46.0	2.0	4.0	555.0
3R	850001	860000	9675	65.0	30.0	3.0	10.0	427.0
3R	860001	870000	8667	65.0	26.0	8.0	9.0	333.0
3R	870001	880000	9591	74.0	17.0	11.0	7.0	377.0
3R	880001	890000	8235	73.0	11.0	11.0	4.0	240.0
3R	890001	900000	9586	69.0	39.0	18.0	6.0	417.0
3R	900001	910000	2983	10.0	4.0	8.0	1.0	70.0
3R	910001	920000	9344	68.0	20.0	2.0	1.0	299.0
3R	920001	930000	9600	96.0	40.0	9.0	7.0	429.0
3R	930001	940000	8972	65.0	59.0	4.0	13.0	378.0
3R	940001	950000	8916	91.0	35.0	4.0	7.0	409.0
3R	950001	960000	8791	118.0	41.0	10.0	0.0	372.0
3R	960001	970000	4334	35.0	15.0	3.0	0.0	156.0
3R	970001	980000	8413	65.0	40.0	10.0	7.0	329.0
3R	980001	990000	9656	116.0	58.0	21.0	10.0	490.0
3R	990001	1000000	9184	93.0	47.0	10.0	5.0	435.0
3R	1000001	1010000	8867	73.0	54.0	15.0	8.0	358.0
3R	1010001	1020000	9228	53.0	30.0	9.0	11.0	350.0
3R	1020001	1030000	9256	88.0	28.0	14.0	18.0	271.0
3R	1030001	1040000	9011	96.0	44.0	24.0	10.0	383.0
3R	1040001	1050000	9644	91.0	55.0	44.0	5.0	408.0
3R	1050001	1060000	9246	64.0	19.0	35.0	8.0	276.0
3R	1060001	1070000	8667	25.0	8.0	15.0	7.0	212.0
3R	1070001	1080000	9597	62.0	33.0	20.0	6.0	370.0
3R	1080001	1090000	8447	34.0	23.0	14.0	17.0	283.0
3R	1090001	1100000	7395	65.0	21.0	11.0	12.0	349.0
3R	1100001	1110000	9676	82.0	16.0	2.0	10.0	405.0
3R	1110001	1120000	6956	39.0	26.0	1.0	6.0	182.0
3R	1120001	1130000	8222	63.0	13.0	5.0	7.0	224.0
3R	1130001	1140000	8251	46.0	24.0	5.0	6.0	231.0
3R	1140001	1150000	6319	71.0	37.0	10.0	7.0	277.0
3R	1150001	1160000	7581	70.0	23.0	14.0	8.0	242.0
3R	1160001	1170000	8464	72.0	23.0	8.0	6.0	264.0
3R	1170001	1180000	8257	63.0	31.0	14.0	21.0	322.0
3R	1180001	1190000	6973	76.0	28.0	6.0	7.0	263.0
3R	1190001	1200000	6301	24.0	13.0	1.0	6.0	96.0
3R	1200001	1210000	8363	35.0	14.0	4.0	10.0	184.0
3R	1210001	1220000	8799	19.0	12.0	5.0	7.0	131.0
3R	1220001	1230000	9426	28.0	16.0	8.0	7.0	221.0
3R	1230001	1240000	8188	72.0	27.0	18.0	12.0	293.0
3R	1240001	1250000	8333	37.0	14.0	8.0	6.0	220.0
3R	1250001	1260000	9289	43.0	22.0	15.0	3.0	272.0
3R	1260001	1270000	8087	30.0	20.0	10.0	10.0	198.0
3R	1270001	1280000	8765	30.0	27.0	16.0	3.0	288.0
3R	1280001	1290000	3448	26.0	16.0	10.0	3.0	124.0
3R	1290001	1300000	8560	47.0	16.0	7.0	5.0	242.0
3R	1300001	1310000	9458	27.0	16.0	9.0	12.0	242.0
3R	1310001	1320000	9554	27.0	12.0	7.0	6.0	177.0
3R	1320001	1330000	9778	35.0	10.0	2.0	2.0	329.0
3R	1330001	1340000	8254	61.0	35.0	1.0	4.0	346.0
3R	1340001	1350000	8671	147.0	46.0	5.0	4.0	516.0
3R	1350001	1360000	8884	131.0	35.0	4.0	1.0	469.0
3R	1360001	1370000	9736	83.0	21.0	5.0	6.0	406.0
3R	1370001	1380000	8217	72.0	15.0	12.0	4.0	301.0
3R	1380001	1390000	3146	30.0	12.0	6.0	3.0	74.0
3R	1390001	1400000	8025	56.0	22.0	5.0	2.0	246.0
3R	1400001	1410000	8551	76.0	39.0	1.0	4.0	423.0
3R	1410001	1420000	8756	55.0	43.0	10.0	14.0	410.0
3R	1420001	1430000	8221	64.0	50.0	8.0	26.0	368.0
3R	1430001	1440000	8191	71.0	31.0	4.0	18.0	410.0
3R	1440001	1450000	8893	70.0	21.0	9.0	24.0	392.0
3R	1450001	1460000	3269	28.0	16.0	1.0	5.0	204.0
3R	1460001	1470000	8854	57.0	33.0	6.0	35.0	431.0
3R	1470001	1480000	9116	58.0	37.0	1.0	16.0	400.0
3R	1480001	1490000	8697	36.0	29.0	0.0	16.0	299.0
3R	1490001	1500000	2119	34.0	15.0	0.0	6.0	120.0
3R	1500001	1510000	7989	81.0	30.0	7.0	41.0	451.0
3R	1510001	1520000	8588	72.0	38.0	3.0	33.0	364.0
3R	1520001	1530000	9216	70.0	50.0	5.0	43.0	427.0
3R	1530001	1540000	9528	39.0	34.0	18.0	31.0	341.0
3R	1540001	1550000	8805	65.0	36.0	11.0	18.0	413.0
3R	1550001	1560000	8264	54.0	49.0	28.0	6.0	453.0
3R	1560001	1570000	7282	48.0	23.0	21.0	7.0	295.0
3R	1570001	1580000	7345	45.0	10.0	18.0	1.0	328.0
3R	1580001	1590000	7596	52.0	16.0	4.0	0.0	282.0
3R	1590001	1600000	8693	47.0	15.0	8.0	1.0	185.0
3R	1600001	1610000	8011	100.0	21.0	8.0	5.0	347.0
3R	1610001	1620000	7545	104.0	14.0	8.0	0.0	358.0
3R	1620001	1630000	7258	69.0	9.0	6.0	7.0	292.0
3R	1630001	1640000	8997	72.0	35.0	9.0	3.0	401.0
3R	1640001	1650000	9058	82.0	30.0	8.0	5.0	383.0
3R	1650001	1660000	8427	81.0	33.0	5.0	3.0	292.0
3R	1660001	1670000	9407	180.0	38.0	8.0	2.0	390.0
3R	1670001	1680000	7978	75.0	19.0	19.0	3.0	233.0
3R	1680001	1690000	9021	93.0	18.0	11.0	7.0	276.0
3R	1690001	1700000	8547	47.0	20.0	6.0	7.0	209.0
3R	1700001	1710000	8457	33.0	22.0	10.0	9.0	215.0
3R	1710001	1720000	7951	122.0	44.0	8.0	10.0	363.0
3R	1720001	1730000	7749	67.0	11.0	16.0	12.0	220.0
3R	1730001	1740000	8514	56.0	10.0	14.0	5.0	240.0
3R	1740001	1750000	8215	56.0	14.0	13.0	4.0	163.0
3R	1750001	1760000	6528	34.0	9.0	3.0	4.0	75.0
3R	1760001	1770000	8958	83.0	36.0	10.0	30.0	272.0
3R	1770001	1780000	9332	104.0	13.0	26.0	48.0	390.0
3R	1780001	1790000	6839	31.0	13.0	8.0	14.0	205.0
3R	1790001	1800000	7210	50.0	8.0	9.0	17.0	149.0
3R	1800001	1810000	6362	64.0	8.0	19.0	7.0	176.0
3R	1810001	1820000	5959	49.0	19.0	19.0	25.0	227.0
3R	1820001	1830000	7047	35.0	26.0	16.0	24.0	219.0
3R	1830001	1840000	5624	31.0	16.0	11.0	4.0	226.0
3R	1840001	1850000	4610	31.0	9.0	6.0	5.0	166.0
3R	1850001	1860000	4110	18.0	13.0	5.0	4.0	242.0
3R	1860001	1870000	8832	54.0	21.0	13.0	9.0	338.0
3R	1870001	1880000	9269	67.0	45.0	22.0	19.0	434.0
3R	1880001	1890000	9567	90.0	47.0	24.0	9.0	491.0
3R	1890001	1900000	9200	121.0	46.0	24.0	20.0	437.0
3R	1900001	1910000	9247	91.0	26.0	22.0	39.0	504.0
3R	1910001	1920000	9548	71.0	36.0	20.0	17.0	330.0
3R	1920001	1930000	9302	60.0	17.0	46.0	32.0	446.0
3R	1930001	1940000	9444	79.0	20.0	27.0	32.0	356.0
3R	1940001	1950000	9223	88.0	21.0	30.0	16.0	373.0
3R	1950001	1960000	9076	97.0	19.0	35.0	44.0	417.0
3R	1960001	1970000	8289	86.0	23.0	32.0	30.0	354.0
3R	1970001	1980000	8807	91.0	22.0	30.0	12.0	344.0
3R	1980001	1990000	9470	99.0	32.0	22.0	13.0	408.0
3R	1990001	2000000	9327	120.0	21.0	35.0	33.0	502.0
3R	2000001	2010000	9400	93.0	16.0	27.0	20.0	416.0
3R	2010001	2020000	8810	87.0	7.0	19.0	23.0	318.0
3R	2020001	2030000	7999	33.0	5.0	11.0	5.0	251.0
3R	2030001	2040000	8566	84.0	19.0	11.0	27.0	394.0
3R	2040001	2050000	8932	130.0	44.0	49.0	37.0	448.0
3R	2050001	2060000	9070	107.0	44.0	26.0	32.0	399.0
3R	2060001	2070000	9425	116.0	42.0	29.0	20.0	441.0
3R	2070001	2080000	8718	66.0	25.0	10.0	16.0	323.0
3R	2080001	2090000	9223	150.0	52.0	25.0	26.0	632.0
3R	2090001	2100000	9598	101.0	56.0	33.0	12.0	542.0
3R	2100001	2110000	9329	150.0	52.0	47.0	42.0	524.0
3R	2110001	2120000	7865	90.0	35.0	30.0	26.0	563.0
3R	2120001	2130000	8814	83.0	18.0	14.0	12.0	340.0
3R	2130001	2140000	5592	55.0	17.0	19.0	6.0	196.0
3R	2140001	2150000	7285	49.0	16.0	21.0	11.0	298.0
3R	2150001	2160000	5542	45.0	6.0	13.0	12.0	155.0
3R	2160001	2170000	3888	22.0	2.0	17.0	15.0	232.0
3R	2180001	2190000	2668	28.0	8.0	4.0	11.0	129.0
3R	2190001	2200000	5767	80.0	33.0	21.0	15.0	259.0
3R	2200001	2210000	7663	158.0	14.0	17.0	6.0	426.0
3R	2210001	2220000	1486	15.0	0.0	2.0	0.0	58.0
3R	2220001	2230000	8783	92.0	13.0	10.0	9.0	321.0
3R	2230001	2240000	2409	28.0	5.0	3.0	1.0	99.0
3R	2240001	2250000	8902	81.0	9.0	8.0	6.0	258.0
3R	2250001	2260000	2581	13.0	2.0	3.0	0.0	70.0
3R	2260001	2270000	4269	50.0	11.0	3.0	9.0	190.0
3R	2270001	2280000	6416	71.0	16.0	5.0	3.0	327.0
3R	2280001	2290000	9146	101.0	28.0	2.0	8.0	449.0
3R	2290001	2300000	1912	24.0	3.0	2.0	0.0	95.0
3R	2310001	2320000	2149	16.0	0.0	0.0	0.0	81.0
3R	2320001	2330000	7150	59.0	7.0	0.0	4.0	301.0
3R	2330001	2340000	8310	57.0	8.0	0.0	11.0	320.0
3R	2340001	2350000	8432	71.0	23.0	6.0	0.0	337.0
3R	2350001	2360000	8088	54.0	8.0	17.0	6.0	215.0
3R	2360001	2370000	9686	112.0	10.0	19.0	3.0	334.0
3R	2370001	2380000	8319	67.0	12.0	6.0	3.0	221.0
3R	2380001	2390000	6648	5.0	0.0	2.0	0.0	37.0
3R	2390001	2400000	9315	79.0	14.0	12.0	18.0	233.0
3R	2400001	2410000	9602	58.0	12.0	21.0	12.0	246.0
3R	2410001	2420000	9625	87.0	27.0	46.0	18.0	386.0
3R	2420001	2430000	9786	79.0	11.0	37.0	20.0	318.0
3R	2430001	2440000	8783	73.0	12.0	24.0	19.0	312.0
3R	2440001	2450000	7938	128.0	15.0	50.0	38.0	368.0
3R	2450001	2460000	8063	106.0	9.0	18.0	24.0	278.0
3R	2460001	2470000	9576	63.0	10.0	32.0	34.0	331.0
3R	2470001	2480000	9026	85.0	26.0	24.0	31.0	299.0
3R	2480001	2490000	6103	133.0	29.0	39.0	22.0	446.0
3R	2490001	2500000	7341	73.0	16.0	25.0	13.0	279.0
3R	2500001	2510000	7988	96.0	19.0	18.0	16.0	250.0
3R	2510001	2520000	9864	97.0	28.0	16.0	14.0	410.0
3R	2520001	2530000	7894	35.0	5.0	10.0	4.0	141.0
3R	2530001	2540000	9004	47.0	14.0	7.0	10.0	232.0
3R	2540001	2550000	9365	63.0	13.0	17.0	20.0	243.0
3R	2550001	2560000	9381	22.0	2.0	5.0	5.0	124.0
3R	2560001	2570000	9722	51.0	15.0	9.0	14.0	324.0
3R	2570001	2580000	9288	60.0	11.0	5.0	23.0	258.0
3R	2580001	2590000	9042	60.0	9.0	9.0	6.0	302.0
3R	2590001	2600000	7779	63.0	26.0	4.0	19.0	264.0
3R	2600001	2610000	9319	41.0	16.0	8.0	8.0	263.0
3R	2610001	2620000	9917	66.0	18.0	12.0	21.0	312.0
3R	2620001	2630000	8537	57.0	14.0	13.0	6.0	178.0
3R	2630001	2640000	7651	34.0	22.0	5.0	5.0	170.0
3R	2640001	2650000	8628	88.0	33.0	8.0	2.0	295.0
3R	2650001	2660000	9285	102.0	39.0	5.0	4.0	383.0
3R	2660001	2670000	8709	65.0	31.0	4.0	5.0	204.0
3R	2670001	2680000	8756	63.0	21.0	4.0	4.0	232.0
3R	2680001	2690000	8714	70.0	15.0	4.0	7.0	189.0
3R	2690001	2700000	9096	106.0	25.0	21.0	14.0	293.0
3R	2700001	2710000	6703	81.0	8.0	1.0	6.0	221.0
3R	2710001	2720000	8221	57.0	15.0	2.0	4.0	178.0
3R	2720001	2730000	9098	72.0	31.0	14.0	3.0	350.0
3R	2730001	2740000	5662	32.0	6.0	5.0	5.0	149.0
3R	2740001	2750000	8983	60.0	27.0	3.0	7.0	291.0
3R	2750001	2760000	8475	75.0	10.0	11.0	11.0	306.0
3R	2760001	2770000	9125	93.0	19.0	8.0	9.0	347.0
3R	2770001	2780000	9220	61.0	23.0	8.0	9.0	374.0
3R	2780001	2790000	8302	47.0	28.0	9.0	8.0	275.0
3R	2790001	2800000	5708	65.0	17.0	10.0	5.0	263.0
3R	2800001	2810000	7888	37.0	21.0	1.0	5.0	237.0
3R	2810001	2820000	7989	90.0	22.0	2.0	13.0	412.0
3R	2820001	2830000	8294	40.0	20.0	0.0	1.0	290.0
3R	2830001	2840000	7855	64.0	29.0	0.0	6.0	372.0
3R	2840001	2850000	8333	50.0	17.0	3.0	2.0	300.0
3R	2850001	2860000	9574	88.0	19.0	4.0	0.0	458.0
3R	2860001	2870000	9144	65.0	4.0	1.0	6.0	261.0
3R	2870001	2880000	8344	69.0	10.0	14.0	2.0	214.0
3R	2880001	2890000	8617	79.0	12.0	9.0	3.0	268.0
3R	2890001	2900000	9359	68.0	13.0	12.0	8.0	284.0
3R	2900001	2910000	7909	67.0	13.0	6.0	4.0	279.0
3R	2910001	2920000	9545	127.0	16.0	1.0	8.0	403.0
3R	2920001	2930000	7941	41.0	7.0	1.0	1.0	170.0
3R	2930001	2940000	8955	118.0	20.0	16.0	4.0	309.0
3R	2940001	2950000	6081	38.0	10.0	9.0	4.0	139.0
3R	2950001	2960000	9367	48.0	22.0	1.0	7.0	216.0
3R	2960001	2970000	7759	72.0	13.0	2.0	2.0	171.0
3R	2970001	2980000	8663	46.0	5.0	0.0	1.0	141.0
3R	2980001	2990000	8684	88.0	14.0	7.0	4.0	263.0
3R	2990001	3000000	8660	86.0	8.0	15.0	5.0	302.0
3R	3000001	3010000	9492	116.0	21.0	21.0	13.0	382.0
3R	3010001	3020000	3836	37.0	25.0	3.0	5.0	114.0
3R	3020001	3030000	36	nan	0.0	0.0	0.0	0.0
3R	3030001	3040000	3982	52.0	12.0	5.0	6.0	196.0
3R	3040001	3050000	5409	31.0	11.0	7.0	0.0	137.0
3R	3050001	3060000	7188	51.0	4.0	4.0	0.0	178.0
3R	3060001	3070000	6198	40.0	6.0	3.0	0.0	123.0
3R	3070001	3080000	7002	56.0	9.0	6.0	4.0	200.0
3R	3080001	3090000	7011	83.0	20.0	5.0	11.0	220.0
3R	3090001	3100000	5478	49.0	21.0	7.0	3.0	153.0
3R	3100001	3110000	7746	46.0	8.0	8.0	8.0	171.0
3R	3110001	3120000	5688	50.0	4.0	5.0	4.0	170.0
3R	3120001	3130000	7825	40.0	11.0	5.0	2.0	204.0
3R	3130001	3140000	7184	86.0	22.0	11.0	9.0	351.0
3R	3140001	3150000	7431	39.0	15.0	8.0	11.0	216.0
3R	3150001	3160000	8621	34.0	12.0	4.0	5.0	97.0
3R	3160001	3170000	7161	47.0	10.0	8.0	4.0	156.0
3R	3170001	3180000	8657	91.0	20.0	18.0	9.0	250.0
3R	3180001	3190000	8491	57.0	15.0	4.0	5.0	150.0
3R	3190001	3200000	8215	62.0	14.0	0.0	2.0	203.0
3R	3200001	3210000	8165	66.0	21.0	1.0	11.0	187.0
3R	3210001	3220000	8928	71.0	12.0	2.0	6.0	220.0
3R	3220001	3230000	8362	46.0	9.0	2.0	11.0	158.0
3R	3230001	3240000	8288	12.0	5.0	0.0	4.0	60.0
3R	3240001	3250000	8245	2.0	2.0	0.0	1.0	27.0
3R	3250001	3260000	9233	44.0	4.0	3.0	8.0	234.0
3R	3260001	3270000	8299	47.0	8.0	7.0	3.0	269.0
3R	3270001	3280000	6651	16.0	8.0	3.0	2.0	159.0
3R	3280001	3290000	4428	30.0	9.0	4.0	1.0	145.0
3R	3290001	3300000	9191	64.0	18.0	5.0	3.0	329.0
3R	3300001	3310000	8615	80.0	16.0	11.0	3.0	263.0
3R	3310001	3320000	9155	111.0	16.0	4.0	1.0	321.0
3R	3320001	3330000	9810	67.0	19.0	7.0	0.0	330.0
3R	3330001	3340000	9568	107.0	39.0	26.0	3.0	394.0
3R	3340001	3350000	9836	106.0	35.0	22.0	2.0	344.0
3R	3350001	3360000	7955	114.0	18.0	14.0	1.0	258.0
3R	3360001	3370000	5657	65.0	10.0	8.0	5.0	216.0
3R	3370001	3380000	6782	39.0	8.0	0.0	2.0	161.0
3R	3380001	3390000	9593	86.0	33.0	7.0	6.0	357.0
3R	3390001	3400000	7127	33.0	17.0	9.0	0.0	208.0
3R	3400001	3410000	5099	23.0	6.0	1.0	0.0	80.0
3R	3420001	3430000	2669	4.0	7.0	1.0	0.0	29.0
3R	3430001	3440000	9073	74.0	19.0	4.0	13.0	273.0
3R	3440001	3450000	7418	72.0	53.0	1.0	10.0	355.0
3R	3450001	3460000	9666	57.0	33.0	11.0	17.0	282.0
3R	3460001	3470000	8818	75.0	38.0	4.0	6.0	272.0
3R	3470001	3480000	4734	44.0	13.0	4.0	3.0	192.0
3R	3480001	3490000	6656	64.0	27.0	1.0	11.0	316.0
3R	3490001	3500000	9663	83.0	29.0	5.0	14.0	364.0
3R	3500001	3510000	8152	49.0	30.0	1.0	6.0	313.0
3R	3510001	3520000	9434	77.0	60.0	6.0	17.0	406.0
3R	3520001	3530000	9661	44.0	40.0	13.0	9.0	382.0
3R	3530001	3540000	9423	35.0	27.0	5.0	10.0	369.0
3R	3540001	3550000	9327	26.0	23.0	1.0	9.0	202.0
3R	3550001	3560000	9500	72.0	38.0	10.0	6.0	340.0
3R	3560001	3570000	9767	59.0	35.0	23.0	3.0	414.0
3R	3570001	3580000	9293	94.0	38.0	5.0	0.0	504.0
3R	3580001	3590000	9494	56.0	58.0	0.0	3.0	429.0
3R	3590001	3600000	9029	65.0	27.0	3.0	10.0	310.0
3R	3600001	3610000	8989	106.0	43.0	5.0	9.0	442.0
3R	3610001	3620000	8717	89.0	45.0	10.0	8.0	273.0
3R	3620001	3630000	9398	98.0	32.0	15.0	7.0	266.0
3R	3630001	3640000	9437	84.0	36.0	11.0	5.0	322.0
3R	3640001	3650000	9424	85.0	31.0	7.0	3.0	267.0
3R	3650001	3660000	7619	55.0	14.0	7.0	5.0	241.0
3R	3660001	3670000	8379	93.0	28.0	20.0	10.0	332.0
3R	3670001	3680000	9333	58.0	37.0	14.0	11.0	356.0
3R	3680001	3690000	9462	134.0	29.0	22.0	18.0	453.0
3R	3690001	3700000	9115	110.0	33.0	31.0	19.0	358.0
3R	3700001	3710000	9499	82.0	23.0	11.0	6.0	450.0
3R	3710001	3720000	9798	129.0	18.0	20.0	11.0	374.0
3R	3720001	3730000	9813	167.0	22.0	20.0	12.0	420.0
3R	3730001	3740000	9571	160.0	23.0	19.0	5.0	351.0
3R	3740001	3750000	9395	113.0	36.0	44.0	4.0	419.0
3R	3750001	3760000	9497	97.0	16.0	31.0	13.0	302.0
3R	3760001	3770000	5948	93.0	15.0	13.0	9.0	250.0
3R	3770001	3780000	8989	107.0	20.0	21.0	11.0	320.0
