chrom	start	end	count	fst	dxy	xpehh_mean	st_xpehh_w_median	st_xpehh_w_std	xpehh_max	xpehh_min	delta_SAF
2R	40210588	40230588	271	0.02958748	0.00292454	0.5834303	0.5834303	0.5834303	0.5834303	0.5834303	-0.01085674
2R	40230588	40250588	262	0.0124366	0.00283943	0.27947851	0.27947851	0.27947851	0.27947851	0.27947851	-0.06743646
2R	40250588	40270588	255	0.04026988	0.00296997	0.02888514	0.02888514	0.02888514	0.02888514	0.02888514	0.00745645
2R	40270588	40290588	315	0.04009855	0.0033078	-0.57306481	-0.57306481	-0.57306481	-0.57306481	-0.57306481	0.13738679
2R	40290588	40310588	291	0.06012138	0.00334347	0.39620681	0.39620681	0.39620681	0.39620681	0.39620681	0.06381591
2R	40310588	40330588	261	0.03636175	0.00244933	-0.31817078	-0.31817078	-0.31817078	-0.31817078	-0.31817078	-0.01867958
2R	40330588	40350588	295	0.04612959	0.00348416	-0.22706924	-0.22706924	-0.22706924	-0.22706924	-0.22706924	-0.03534604
2R	40350588	40370588	409	0.06486516	0.00410159	-0.75003027	-0.75003027	-0.75003027	-0.75003027	-0.75003027	-0.02151883
2R	40370588	40390588	301	0.03115923	0.00295009	-0.07366947	-0.07366947	-0.07366947	-0.07366947	-0.07366947	-0.08277573
2R	40390588	40410588	219	0.02882499	0.00199224	-0.70223621	-0.70223621	-0.70223621	-0.70223621	-0.70223621	-0.03359761
2R	40410588	40430588	484	0.03532385	0.00430061	-1.10317419	-1.10317419	-1.10317419	-1.10317419	-1.10317419	-0.070275
2R	40430588	40450588	260	0.03529885	0.0021047	-0.28679906	-0.28679906	-0.28679906	-0.28679906	-0.28679906	-0.02063493
2R	40450588	40470588	254	0.03131991	0.00245546	-0.29893041	-0.29893041	-0.29893041	-0.29893041	-0.29893041	-0.04500752
2R	40470588	40490588	392	0.03608405	0.00381157	-0.29256537	-0.29256537	-0.29256537	-0.29256537	-0.29256537	-0.0623119
2R	40490588	40510588	429	0.04246912	0.00479363	-0.10040151	-0.10040151	-0.10040151	-0.10040151	-0.10040151	-0.01022364
2R	40510588	40530588	422	0.04947634	0.00385653	0.18502628	0.18502628	0.18502628	0.18502628	0.18502628	-0.12126721
2R	40530588	40550588	372	0.06732245	0.00348631	0.25524331	0.25524331	0.25524331	0.25524331	0.25524331	-0.00250378
2R	40550588	40570588	447	0.06335068	0.00466031	-0.10513794	-0.10513794	-0.10513794	-0.10513794	-0.10513794	-0.02981466
2R	40570588	40590588	207	0.05813932	0.00193193	-0.3735118	-0.3735118	-0.3735118	-0.3735118	-0.3735118	-0.11431379
2R	40590588	40610588	266	0.06676242	0.00252003	-0.6211638	-0.6211638	-0.6211638	-0.6211638	-0.6211638	-0.09372388
2R	40610588	40630588	424	0.06537805	0.00415675	0.32000852	0.32000852	0.32000852	0.32000852	0.32000852	-0.04887015
2R	40630588	40650588	224	0.06893098	0.00235891	0.74292991	0.74292991	0.74292991	0.74292991	0.74292991	0.13943689
2R	40650588	40670588	300	0.04922919	0.0030918	1.06841536	1.06841536	1.06841536	1.06841536	1.06841536	0.03844617
2R	40670588	40690588	398	0.08295241	0.0039991	0.86273328	0.86273328	0.86273328	0.86273328	0.86273328	0.00786152
2R	40690588	40710588	277	0.12896842	0.00322742	0.00407458	0.00407458	0.00407458	0.00407458	0.00407458	0.13472688
2R	40710588	40730588	348	0.0736347	0.00345315	-0.14386783	-0.14386783	-0.14386783	-0.14386783	-0.14386783	-0.0232798
2R	40730588	40750588	252	0.07433699	0.0025614	0.24303517	0.24303517	0.24303517	0.24303517	0.24303517	0.08361045
2R	40750588	40770588	171	0.0442598	0.00185948	-0.19122731	-0.19122731	-0.19122731	-0.19122731	-0.19122731	0.07324173
2R	40770588	40790588	256	0.04559781	0.00260952	0.6421534	0.6421534	0.6421534	0.6421534	0.6421534	0.01727316
2R	40790588	40810588	201	0.06205081	0.00203701	-0.16339824	-0.16339824	-0.16339824	-0.16339824	-0.16339824	0.08570237
2R	40810588	40830588	516	0.04770195	0.00488124	-0.85740937	-0.85740937	-0.85740937	-0.85740937	-0.85740937	-0.03405806
2R	40830588	40850588	345	0.0432727	0.00329265	-0.76623741	-0.76623741	-0.76623741	-0.76623741	-0.76623741	-0.14793549
2R	40850588	40870588	428	0.04569236	0.00414917	-1.70757759	-1.70757759	-1.70757759	-1.70757759	-1.70757759	0.04830448
2R	40870588	40890588	235	0.04022112	0.00223032	-0.90518127	-0.90518127	-0.90518127	-0.90518127	-0.90518127	0.07910742
2R	40890588	40910588	118	0.05984294	0.00092402	-0.33259031	-0.33259031	-0.33259031	-0.33259031	-0.33259031	-0.31272136
2R	40910588	40930588	436	0.05272408	0.00434799	1.28001644	1.28001644	1.28001644	1.28001644	1.28001644	-0.02901132
2R	40930588	40950588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	40950588	40970588	204	0.03776079	0.00199541	1.55382128	1.55382128	1.55382128	1.55382128	1.55382128	0.01846078
2R	40970588	40990588	142	0.04483195	0.0015191	0.32741301	0.32741301	0.32741301	0.32741301	0.32741301	0.02085007
2R	40990588	41010588	278	0.0124512	0.00232688	-0.42926831	-0.42926831	-0.42926831	-0.42926831	-0.42926831	-0.13872811
2R	41010588	41030588	308	0.04141005	0.00283025	-0.72580444	-0.72580444	-0.72580444	-0.72580444	-0.72580444	-0.15922362
2R	41030588	41050588	134	0.04301997	0.00129599	-0.26305585	-0.26305585	-0.26305585	-0.26305585	-0.26305585	0.15342383
2R	41050588	41070588	123	0.03179723	0.00111998	-0.09021218	-0.09021218	-0.09021218	-0.09021218	-0.09021218	-0.07009429
2R	41070588	41090588	207	0.02693867	0.001841	-0.33052526	-0.33052526	-0.33052526	-0.33052526	-0.33052526	-0.18139809
2R	41090588	41110588	124	0.04318012	0.00117064	-0.13562343	-0.13562343	-0.13562343	-0.13562343	-0.13562343	0.16149372
2R	41110588	41130588	179	0.03720678	0.0015241	-0.06588433	-0.06588433	-0.06588433	-0.06588433	-0.06588433	0.00155168
2R	41130588	41150588	166	0.04607482	0.00156687	-0.6621848	-0.6621848	-0.6621848	-0.6621848	-0.6621848	-0.02394774
2R	41150588	41170588	365	0.03107839	0.00315265	-0.87621573	-0.87621573	-0.87621573	-0.87621573	-0.87621573	-0.15419897
2R	41170588	41190588	430	0.04254819	0.00412577	-0.73091913	-0.73091913	-0.73091913	-0.73091913	-0.73091913	-0.02450599
2R	41190588	41210588	429	0.04943773	0.00495241	-0.79817008	-0.79817008	-0.79817008	-0.79817008	-0.79817008	-0.06415123
2R	41210588	41230588	159	0.05401051	0.00135474	-0.99386488	-0.99386488	-0.99386488	-0.99386488	-0.99386488	-0.06986275
2R	41230588	41250588	38	0.10093308	0.0004299	-1.21314225	-1.21314225	-1.21314225	-1.21314225	-1.21314225	-0.16749139
2R	41250588	41270588	292	0.05227391	0.00276623	-0.70951647	-0.70951647	-0.70951647	-0.70951647	-0.70951647	-0.16094708
2R	41270588	41290588	239	0.03242917	0.00221719	-0.36429602	-0.36429602	-0.36429602	-0.36429602	-0.36429602	-0.01391978
2R	41290588	41310588	169	0.04128223	0.0017173	-0.27510127	-0.27510127	-0.27510127	-0.27510127	-0.27510127	-5.225e-05
2R	41310588	41330588	172	0.03637543	0.00169503	-0.10536725	-0.10536725	-0.10536725	-0.10536725	-0.10536725	-0.14835311
2R	41330588	41350588	227	0.03772249	0.00216845	-0.18082694	-0.18082694	-0.18082694	-0.18082694	-0.18082694	0.04553515
2R	41350588	41370588	188	0.05083691	0.00173331	-0.14789457	-0.14789457	-0.14789457	-0.14789457	-0.14789457	0.02579682
2R	41370588	41390588	143	0.05664064	0.00104061	0.21007703	0.21007703	0.21007703	0.21007703	0.21007703	-0.1691277
2R	41390588	41410588	138	0.02807554	0.00136071	0.09839791	0.09839791	0.09839791	0.09839791	0.09839791	-0.0026834
2R	41410588	41430588	167	0.0167176	0.0016209	-0.35785581	-0.35785581	-0.35785581	-0.35785581	-0.35785581	-0.2276026
2R	41430588	41450588	230	0.04608512	0.00199756	0.73382918	0.73382918	0.73382918	0.73382918	0.73382918	0.08020415
2R	41450588	41470588	190	0.04171727	0.00175257	-0.05869809	-0.05869809	-0.05869809	-0.05869809	-0.05869809	0.00424762
2R	41470588	41490588	239	0.03688487	0.00213692	-0.44087178	-0.44087178	-0.44087178	-0.44087178	-0.44087178	-0.12897611
2R	41490588	41510588	191	0.02877756	0.00171405	-0.47016144	-0.47016144	-0.47016144	-0.47016144	-0.47016144	-0.13689434
2R	41510588	41530588	61	0.02521462	0.00046607	-0.5534154	-0.5534154	-0.5534154	-0.5534154	-0.5534154	-0.17073537
2R	41530588	41550588	35	0.0415464	0.00023944	-0.80685766	-0.80685766	-0.80685766	-0.80685766	-0.80685766	-0.25832344
2R	41550588	41570588	158	0.03083722	0.00145329	-0.49092611	-0.49092611	-0.49092611	-0.49092611	-0.49092611	-0.04422384
2R	41570588	41590588	116	0.0363029	0.00099694	0.27098487	0.27098487	0.27098487	0.27098487	0.27098487	0.07592715
2R	41590588	41610588	14	0.02647858	0.00011089	-0.46369153	-0.46369153	-0.46369153	-0.46369153	-0.46369153	0.05649358
2R	41610588	41630588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	41630588	41650588	24	0.0079778	0.00023776	-0.48649061	-0.48649061	-0.48649061	-0.48649061	-0.48649061	-0.39191485
2R	41650588	41670588	45	0.07333596	0.0004101	-0.02415855	-0.02415855	-0.02415855	-0.02415855	-0.02415855	0.16526598
2R	41670588	41690588	166	0.02368245	0.00136243	-0.38149559	-0.38149559	-0.38149559	-0.38149559	-0.38149559	-0.1130567
2R	41690588	41710588	378	0.02182798	0.00318066	-1.34192685	-1.34192685	-1.34192685	-1.34192685	-1.34192685	-0.0984392
2R	41710588	41730588	316	0.02854812	0.00267479	-0.17130854	-0.17130854	-0.17130854	-0.17130854	-0.17130854	0.00771052
2R	41730588	41750588	150	0.02621887	0.00120041	-0.19668411	-0.19668411	-0.19668411	-0.19668411	-0.19668411	-0.01140966
2R	41750588	41770588	60	0.0107878	0.00051501	-0.50783795	-0.50783795	-0.50783795	-0.50783795	-0.50783795	-0.24440562
2R	41770588	41790588	488	0.02824693	0.00451446	-0.1928213	-0.1928213	-0.1928213	-0.1928213	-0.1928213	-0.07738222
2R	41790588	41810588	361	0.04526507	0.00400757	-0.47276723	-0.47276723	-0.47276723	-0.47276723	-0.47276723	0.03464841
2R	41810588	41830588	96	0.02367829	0.00093933	-0.54789312	-0.54789312	-0.54789312	-0.54789312	-0.54789312	-0.29814929
2R	41830588	41850588	191	0.0306909	0.00176878	-1.02005589	-1.02005589	-1.02005589	-1.02005589	-1.02005589	-0.05255204
2R	41850588	41870588	399	0.03805448	0.00339323	-0.64906401	-0.64906401	-0.64906401	-0.64906401	-0.64906401	-0.14211124
2R	41870588	41890588	46	0.046707	0.00034924	-0.593889	-0.593889	-0.593889	-0.593889	-0.593889	-0.0382805
2R	41890588	41910588	55	0.06766968	0.00059446	-0.5479021	-0.5479021	-0.5479021	-0.5479021	-0.5479021	-0.01624971
2R	41910588	41930588	607	0.02238052	0.00555734	-0.94978055	-0.94978055	-0.94978055	-0.94978055	-0.94978055	-0.14533522
2R	41930588	41950588	136	0.00922458	0.00133341	-0.58727428	-0.58727428	-0.58727428	-0.58727428	-0.58727428	0.00198119
2R	41950588	41970588	467	0.02099325	0.00405429	-0.72582321	-0.72582321	-0.72582321	-0.72582321	-0.72582321	-0.1464873
2R	41970588	41990588	493	0.01591937	0.00399054	-0.38004979	-0.38004979	-0.38004979	-0.38004979	-0.38004979	-0.0553205
2R	41990588	42010588	130	0.01879313	0.00134739	-0.47967254	-0.47967254	-0.47967254	-0.47967254	-0.47967254	-0.05536161
2R	42010588	42030588	409	0.02198321	0.00390328	-0.15049635	-0.15049635	-0.15049635	-0.15049635	-0.15049635	-0.05755111
2R	42030588	42050588	149	0.04194145	0.00174128	-0.07231604	-0.07231604	-0.07231604	-0.07231604	-0.07231604	-0.0319021
2R	42050588	42070588	208	0.07752963	0.00285388	-0.6017379	-0.6017379	-0.6017379	-0.6017379	-0.6017379	0.25419665
2R	42070588	42090588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	42090588	42110588	79	0.03353629	0.00100218	-1.42871436	-1.42871436	-1.42871436	-1.42871436	-1.42871436	-0.22034907
2R	42110588	42130588	118	0.01348975	0.00110686	-0.65118736	-0.65118736	-0.65118736	-0.65118736	-0.65118736	-0.06148721
2R	42130588	42150588	34	0.06245708	0.00037924	-0.63361843	-0.63361843	-0.63361843	-0.63361843	-0.63361843	-0.37314828
2R	42150588	42170588	54	0.02519016	0.00057482	-0.61486809	-0.61486809	-0.61486809	-0.61486809	-0.61486809	-0.10947471
2R	42170588	42190588	449	0.02339269	0.00465902	-1.31508477	-1.31508477	-1.31508477	-1.31508477	-1.31508477	-0.06258429
2R	42190588	42210588	198	0.03105415	0.00231039	-0.96978478	-0.96978478	-0.96978478	-0.96978478	-0.96978478	0.03481197
2R	42210588	42230588	147	0.02211201	0.00093644	-0.64877797	-0.64877797	-0.64877797	-0.64877797	-0.64877797	-0.22624993
2R	42230588	42250588	187	0.03540171	0.00190092	-0.45909328	-0.45909328	-0.45909328	-0.45909328	-0.45909328	0.02390303
2R	42250588	42270588	113	0.02593832	0.00104342	-0.35308179	-0.35308179	-0.35308179	-0.35308179	-0.35308179	-0.08344784
2R	42270588	42290588	227	0.04517533	0.00217184	-0.39387484	-0.39387484	-0.39387484	-0.39387484	-0.39387484	-0.04803898
2R	42290588	42310588	260	0.04056052	0.00299891	-0.05322302	-0.05322302	-0.05322302	-0.05322302	-0.05322302	0.03351336
2R	42310588	42330588	159	0.04469976	0.0017919	0.54876757	0.54876757	0.54876757	0.54876757	0.54876757	-0.01618381
2R	42330588	42350588	99	0.07037765	0.00091652	-0.05402287	-0.05402287	-0.05402287	-0.05402287	-0.05402287	-0.30504484
2R	42350588	42370588	267	0.05373804	0.00299286	0.17490962	0.17490962	0.17490962	0.17490962	0.17490962	0.1687127
2R	42370588	42390588	39	0.00765831	0.00043799	-0.30079346	-0.30079346	-0.30079346	-0.30079346	-0.30079346	-0.18723151
2R	42390588	42410588	171	0.02525566	0.00168195	-0.26552747	-0.26552747	-0.26552747	-0.26552747	-0.26552747	-0.07488938
2R	42410588	42430588	208	0.03575413	0.00202029	-0.007869	-0.007869	-0.007869	-0.007869	-0.007869	0.08095908
2R	42430588	42450588	124	0.03229264	0.00147559	-0.42439	-0.42439	-0.42439	-0.42439	-0.42439	0.07252341
2R	42450588	42470588	223	0.02089566	0.00202197	0.14351638	0.14351638	0.14351638	0.14351638	0.14351638	-0.03011806
2R	42470588	42490588	279	0.0391919	0.00238527	0.04626247	0.04626247	0.04626247	0.04626247	0.04626247	0.01785758
2R	42490588	42510588	179	0.03408317	0.00159879	-0.18789576	-0.18789576	-0.18789576	-0.18789576	-0.18789576	0.0676309
2R	42510588	42530588	194	0.05974047	0.00177878	-0.41034705	-0.41034705	-0.41034705	-0.41034705	-0.41034705	0.06801261
2R	42530588	42550588	121	0.04147665	0.00101843	-0.90194821	-0.90194821	-0.90194821	-0.90194821	-0.90194821	-0.02604775
2R	42550588	42570588	234	0.05282472	0.00244664	-0.48575793	-0.48575793	-0.48575793	-0.48575793	-0.48575793	-0.04684706
2R	42570588	42590588	125	0.05269252	0.00128537	-0.44233373	-0.44233373	-0.44233373	-0.44233373	-0.44233373	-0.13161253
2R	42590588	42610588	144	0.05585081	0.0015591	-0.4059958	-0.4059958	-0.4059958	-0.4059958	-0.4059958	-0.04239041
2R	42610588	42630588	190	0.05019655	0.00174339	-0.59017556	-0.59017556	-0.59017556	-0.59017556	-0.59017556	0.03891319
2R	42630588	42650588	299	0.05324092	0.00268756	-1.09663318	-1.09663318	-1.09663318	-1.09663318	-1.09663318	-0.17049613
2R	42650588	42670588	205	0.07907948	0.00176839	-2.03715881	-2.03715881	-2.03715881	-2.03715881	-2.03715881	-0.01819693
2R	42670588	42690588	213	0.02566754	0.00201119	-2.38280821	-2.38280821	-2.38280821	-2.38280821	-2.38280821	-0.11082756
2R	42690588	42710588	236	0.0369629	0.00204365	-2.36586994	-2.36586994	-2.36586994	-2.36586994	-2.36586994	-0.08532591
2R	42710588	42730588	164	0.04483794	0.00137567	-1.68737428	-1.68737428	-1.68737428	-1.68737428	-1.68737428	-0.06418165
2R	42730588	42750588	157	0.05009808	0.0012738	-1.1707338	-1.1707338	-1.1707338	-1.1707338	-1.1707338	0.09396318
2R	42750588	42770588	186	0.04150217	0.00129169	-1.54796979	-1.54796979	-1.54796979	-1.54796979	-1.54796979	-0.03791485
2R	42770588	42790588	143	0.02629491	0.00139458	-1.38289526	-1.38289526	-1.38289526	-1.38289526	-1.38289526	-0.13746204
2R	42790588	42810588	342	0.03012443	0.00354681	-2.4014003	-2.4014003	-2.4014003	-2.4014003	-2.4014003	-0.05314316
2R	42810588	42830588	476	0.03173442	0.00446833	-2.55442894	-2.55442894	-2.55442894	-2.55442894	-2.55442894	-0.1728563
2R	42830588	42850588	594	0.01980489	0.00540957	-1.06231967	-1.06231967	-1.06231967	-1.06231967	-1.06231967	-0.08397159
2R	42850588	42870588	492	0.01513555	0.00479078	-0.35162621	-0.35162621	-0.35162621	-0.35162621	-0.35162621	-0.0873302
2R	42870588	42890588	416	0.01529386	0.00420631	0.27407499	0.27407499	0.27407499	0.27407499	0.27407499	-0.00282299
2R	42890588	42910588	433	0.01999558	0.00402999	0.53855419	0.53855419	0.53855419	0.53855419	0.53855419	-0.02297146
2R	42910588	42930588	628	0.02377728	0.00577725	0.53285334	0.53285334	0.53285334	0.53285334	0.53285334	0.02303814
2R	42930588	42950588	704	0.02501367	0.00658346	-0.17571946	-0.17571946	-0.17571946	-0.17571946	-0.17571946	0.02079132
2R	42950588	42970588	626	0.02016007	0.00528872	-0.32535365	-0.32535365	-0.32535365	-0.32535365	-0.32535365	-0.0328139
2R	42970588	42990588	455	0.01626176	0.0039832	-0.41774525	-0.41774525	-0.41774525	-0.41774525	-0.41774525	-0.07031986
2R	42990588	43010588	425	0.01656429	0.00364154	-0.40436827	-0.40436827	-0.40436827	-0.40436827	-0.40436827	-0.08712165
2R	43010588	43030588	467	0.03989188	0.00429096	-0.97736573	-0.97736573	-0.97736573	-0.97736573	-0.97736573	-0.10017994
2R	43030588	43050588	261	0.03507837	0.00244367	-0.50515353	-0.50515353	-0.50515353	-0.50515353	-0.50515353	-0.07188437
2R	43050588	43070588	120	0.02531321	0.0013431	-0.62063828	-0.62063828	-0.62063828	-0.62063828	-0.62063828	0.10389909
2R	43070588	43090588	273	0.02780413	0.00286802	0.3662282	0.3662282	0.3662282	0.3662282	0.3662282	0.11273784
2R	43090588	43110588	236	0.03736626	0.00322878	0.03529915	0.03529915	0.03529915	0.03529915	0.03529915	-0.13009615
2R	43110588	43130588	389	0.03641748	0.00405409	0.3271094	0.3271094	0.3271094	0.3271094	0.3271094	0.01068206
2R	43130588	43150588	330	0.03575085	0.00337897	0.58469186	0.58469186	0.58469186	0.58469186	0.58469186	0.08562417
2R	43150588	43170588	359	0.05752413	0.0039707	0.77492567	0.77492567	0.77492567	0.77492567	0.77492567	0.09869641
2R	43170588	43190588	490	0.02116956	0.00463285	0.28977374	0.28977374	0.28977374	0.28977374	0.28977374	-0.09018953
2R	43190588	43210588	177	0.02516937	0.00193029	0.15882278	0.15882278	0.15882278	0.15882278	0.15882278	-0.00628996
2R	43210588	43230588	287	0.02362797	0.00325827	0.50136072	0.50136072	0.50136072	0.50136072	0.50136072	0.00480978
2R	43230588	43250588	298	0.04887551	0.00335522	0.64600603	0.64600603	0.64600603	0.64600603	0.64600603	0.00115913
2R	43250588	43270588	160	0.05681618	0.00143665	0.78310842	0.78310842	0.78310842	0.78310842	0.78310842	0.12196612
2R	43270588	43290588	246	0.07765006	0.00239422	-0.10969986	-0.10969986	-0.10969986	-0.10969986	-0.10969986	0.15358201
2R	43290588	43310588	357	0.04086032	0.00392172	0.35304026	0.35304026	0.35304026	0.35304026	0.35304026	-0.05047486
2R	43310588	43330588	97	0.03721485	0.00124095	-0.20317326	-0.20317326	-0.20317326	-0.20317326	-0.20317326	-0.19977445
2R	43330588	43350588	89	0.06663848	0.00107866	-1.10628892	-1.10628892	-1.10628892	-1.10628892	-1.10628892	0.05716185
2R	43350588	43370588	215	0.02929357	0.00256511	-0.12092896	-0.12092896	-0.12092896	-0.12092896	-0.12092896	0.01397883
2R	43370588	43390588	72	0.01371796	0.00072223	-0.50716955	-0.50716955	-0.50716955	-0.50716955	-0.50716955	-0.12243418
2R	43390588	43410588	68	0.01241903	0.00076031	-0.35586261	-0.35586261	-0.35586261	-0.35586261	-0.35586261	0.02236208
2R	43410588	43430588	166	0.01516362	0.00164617	-0.02362335	-0.02362335	-0.02362335	-0.02362335	-0.02362335	-0.0156816
2R	43430588	43450588	114	0.02345566	0.00140829	-0.63520977	-0.63520977	-0.63520977	-0.63520977	-0.63520977	-0.0490507
2R	43450588	43470588	307	0.02458515	0.0032971	-0.49194846	-0.49194846	-0.49194846	-0.49194846	-0.49194846	-0.11190321
2R	43470588	43490588	176	0.02157568	0.00195244	-0.01470911	-0.01470911	-0.01470911	-0.01470911	-0.01470911	-0.01191488
2R	43490588	43510588	150	0.03800628	0.00129923	-0.48098736	-0.48098736	-0.48098736	-0.48098736	-0.48098736	0.0310364
2R	43510588	43530588	72	0.07607113	0.00065176	-0.25564091	-0.25564091	-0.25564091	-0.25564091	-0.25564091	0.15047694
2R	43530588	43550588	102	0.0446571	0.00134341	-0.03719746	-0.03719746	-0.03719746	-0.03719746	-0.03719746	0.27608063
2R	43550588	43570588	168	0.0398715	0.00195447	0.39014736	0.39014736	0.39014736	0.39014736	0.39014736	-0.00688801
2R	43570588	43590588	67	0.05375798	0.00061481	0.05147681	0.05147681	0.05147681	0.05147681	0.05147681	0.34061359
2R	43590588	43610588	67	0.04639164	0.00073598	-0.56027792	-0.56027792	-0.56027792	-0.56027792	-0.56027792	0.06576823
2R	43610588	43630588	154	0.01263025	0.00126759	-0.64429005	-0.64429005	-0.64429005	-0.64429005	-0.64429005	-0.15218452
2R	43630588	43650588	141	0.01008594	0.00133755	-0.76967938	-0.76967938	-0.76967938	-0.76967938	-0.76967938	-0.13078727
2R	43650588	43670588	139	0.08434305	0.00149981	-0.60335869	-0.60335869	-0.60335869	-0.60335869	-0.60335869	0.24824605
2R	43670588	43690588	147	0.01189668	0.00145579	-0.56648922	-0.56648922	-0.56648922	-0.56648922	-0.56648922	0.07002868
2R	43690588	43710588	131	0.04403771	0.00156316	-0.67441525	-0.67441525	-0.67441525	-0.67441525	-0.67441525	-0.12494227
2R	43710588	43730588	201	0.02510899	0.00234598	-0.57791822	-0.57791822	-0.57791822	-0.57791822	-0.57791822	-0.0894723
2R	43730588	43750588	224	0.03047477	0.00233098	-0.60616977	-0.60616977	-0.60616977	-0.60616977	-0.60616977	0.02941756
2R	43750588	43770588	248	0.03070146	0.0020263	-0.2118339	-0.2118339	-0.2118339	-0.2118339	-0.2118339	-0.03027934
2R	43770588	43790588	236	0.03223776	0.00238847	-0.28618131	-0.28618131	-0.28618131	-0.28618131	-0.28618131	-0.04892829
2R	43790588	43810588	437	0.04396506	0.00381254	-0.11893939	-0.11893939	-0.11893939	-0.11893939	-0.11893939	-0.01212433
2R	43810588	43830588	158	0.04274367	0.00140532	-0.86222162	-0.86222162	-0.86222162	-0.86222162	-0.86222162	0.10515258
2R	43830588	43850588	429	0.0633073	0.00369458	-0.04834605	-0.04834605	-0.04834605	-0.04834605	-0.04834605	-0.00734494
2R	43850588	43870588	489	0.03758862	0.00472383	0.11145409	0.11145409	0.11145409	0.11145409	0.11145409	-0.10781911
2R	43870588	43890588	405	0.02140138	0.00387567	-0.73025784	-0.73025784	-0.73025784	-0.73025784	-0.73025784	-0.08768925
2R	43890588	43910588	296	0.0386431	0.00264022	-2.14824952	-2.14824952	-2.14824952	-2.14824952	-2.14824952	-0.12480355
2R	43910588	43930588	261	0.05122274	0.00210364	-2.27023779	-2.27023779	-2.27023779	-2.27023779	-2.27023779	-0.05537617
2R	43930588	43950588	183	0.04888252	0.001693	-1.24651328	-1.24651328	-1.24651328	-1.24651328	-1.24651328	0.00082447
2R	43950588	43970588	341	0.03624004	0.00347162	-0.13999212	-0.13999212	-0.13999212	-0.13999212	-0.13999212	-0.08081052
2R	43970588	43990588	202	0.03494916	0.00218544	-0.93942812	-0.93942812	-0.93942812	-0.93942812	-0.93942812	-0.07627976
2R	43990588	44010588	175	0.05802326	0.00162047	-1.14296427	-1.14296427	-1.14296427	-1.14296427	-1.14296427	0.02113058
2R	44010588	44030588	9	0.02148901	0.00011441	-0.41131187	-0.41131187	-0.41131187	-0.41131187	-0.41131187	0.3860343
2R	44030588	44050588	264	0.03063046	0.00258979	-0.02899753	-0.02899753	-0.02899753	-0.02899753	-0.02899753	-0.07465047
2R	44050588	44070588	118	0.04282029	0.00155047	0.38846077	0.38846077	0.38846077	0.38846077	0.38846077	0.15899169
2R	44070588	44090588	67	0.00783646	0.0007566	0.47081645	0.47081645	0.47081645	0.47081645	0.47081645	-0.0890627
2R	44090588	44110588	305	0.01989957	0.00327628	0.0126013	0.0126013	0.0126013	0.0126013	0.0126013	-0.10163154
2R	44110588	44130588	191	0.0226738	0.00168093	-0.69475451	-0.69475451	-0.69475451	-0.69475451	-0.69475451	-0.16160792
2R	44130588	44150588	92	0.01322886	0.00080789	-0.52795502	-0.52795502	-0.52795502	-0.52795502	-0.52795502	0.12966225
2R	44150588	44170588	0	nan	0.0	nan	nan	nan	nan	nan	nan
2R	44170588	44190588	95	0.0464673	0.00092171	0.14054321	0.14054321	0.14054321	0.14054321	0.14054321	0.04974618
2R	44190588	44210588	310	0.02968794	0.00308653	-0.03725599	-0.03725599	-0.03725599	-0.03725599	-0.03725599	-0.07111272
2R	44210588	44230588	71	0.03025349	0.0007059	-1.1030813	-1.1030813	-1.1030813	-1.1030813	-1.1030813	0.02819412
2R	44230588	44250588	359	0.02082223	0.00375134	-0.01517842	-0.01517842	-0.01517842	-0.01517842	-0.01517842	-0.00672056
2R	44250588	44270588	351	0.03893367	0.0035335	-0.52667519	-0.52667519	-0.52667519	-0.52667519	-0.52667519	-0.08715237
2R	44270588	44290588	245	0.04618919	0.00241679	-1.66058362	-1.66058362	-1.66058362	-1.66058362	-1.66058362	0.03112228
2R	44290588	44310588	184	0.03926192	0.00204044	-1.5054634	-1.5054634	-1.5054634	-1.5054634	-1.5054634	0.14383149
2R	44310588	44330588	350	0.05034309	0.00429127	-0.69750554	-0.69750554	-0.69750554	-0.69750554	-0.69750554	-0.03265883
2R	44330588	44350588	305	0.06298197	0.00354178	-1.51246835	-1.51246835	-1.51246835	-1.51246835	-1.51246835	0.0895737
2R	44350588	44370588	410	0.05967584	0.00384821	-0.91860418	-0.91860418	-0.91860418	-0.91860418	-0.91860418	0.07049268
2R	44370588	44390588	261	0.07300107	0.00237277	-0.53790161	-0.53790161	-0.53790161	-0.53790161	-0.53790161	-0.19354038
2R	44390588	44410588	109	0.06563091	0.00137231	-0.21394817	-0.21394817	-0.21394817	-0.21394817	-0.21394817	0.22887017
2R	44410588	44430588	352	0.03677609	0.00370212	0.4672482	0.4672482	0.4672482	0.4672482	0.4672482	-0.09806587
2R	44430588	44450588	305	0.05062364	0.00324124	0.88916817	0.88916817	0.88916817	0.88916817	0.88916817	0.01966006
2R	44450588	44470588	373	0.06437766	0.00348529	1.21448957	1.21448957	1.21448957	1.21448957	1.21448957	0.09608233
2R	44470588	44490588	436	0.04717155	0.00400972	0.56134849	0.56134849	0.56134849	0.56134849	0.56134849	-0.14589829
