chrom	start	stop	countsAccessPos	singleton	LBVwil	LPdom	LPfor	shared
3R	13960001	14160000	110607	881.0	426.0	148.0	157.0	4015.0
3R	13980001	14180000	105455	843.0	401.0	153.0	167.0	3759.0
3R	14000001	14200000	102446	865.0	390.0	154.0	159.0	3696.0
3R	14020001	14220000	101876	855.0	397.0	149.0	156.0	3593.0
3R	14040001	14240000	97290	811.0	374.0	143.0	157.0	3412.0
3R	14060001	14260000	96237	817.0	362.0	136.0	145.0	3342.0
3R	14080001	14280000	95395	804.0	366.0	106.0	116.0	3116.0
3R	14100001	14300000	97446	838.0	393.0	100.0	107.0	3196.0
3R	14120001	14320000	95528	820.0	397.0	86.0	106.0	3140.0
3R	14140001	14340000	95311	766.0	390.0	80.0	81.0	3002.0
3R	14160001	14360000	88765	647.0	350.0	75.0	54.0	2628.0
3R	14180001	14380000	89744	607.0	335.0	69.0	42.0	2546.0
3R	14200001	14400000	88252	571.0	316.0	58.0	43.0	2468.0
3R	14220001	14420000	88937	618.0	321.0	75.0	61.0	2585.0
3R	14240001	14440000	92044	634.0	346.0	69.0	70.0	2631.0
3R	14260001	14460000	92382	616.0	360.0	66.0	84.0	2550.0
3R	14280001	14480000	92527	581.0	383.0	61.0	101.0	2571.0
3R	14300001	14500000	90395	560.0	366.0	55.0	116.0	2483.0
3R	14320001	14520000	88610	546.0	351.0	53.0	109.0	2413.0
3R	14340001	14540000	85117	535.0	315.0	45.0	115.0	2285.0
3R	14360001	14560000	84927	569.0	318.0	40.0	118.0	2330.0
3R	14380001	14580000	90190	657.0	360.0	46.0	143.0	2762.0
3R	14400001	14600000	93877	641.0	361.0	64.0	144.0	2838.0
3R	14420001	14620000	96452	609.0	398.0	61.0	147.0	3070.0
3R	14440001	14640000	98207	629.0	415.0	63.0	140.0	3237.0
3R	14460001	14660000	99239	621.0	420.0	61.0	130.0	3316.0
3R	14480001	14680000	98906	617.0	404.0	66.0	127.0	3335.0
3R	14500001	14700000	97374	587.0	385.0	75.0	119.0	3242.0
3R	14520001	14720000	103608	641.0	417.0	82.0	143.0	3414.0
3R	14540001	14740000	104524	687.0	443.0	93.0	147.0	3531.0
3R	14560001	14760000	107986	669.0	448.0	101.0	143.0	3568.0
3R	14580001	14780000	101507	582.0	417.0	98.0	127.0	3131.0
3R	14600001	14800000	98213	620.0	421.0	92.0	126.0	3089.0
3R	14620001	14820000	95031	563.0	365.0	94.0	107.0	2747.0
3R	14640001	14840000	98865	582.0	361.0	126.0	100.0	2876.0
3R	14660001	14860000	104950	631.0	401.0	138.0	100.0	3281.0
3R	14680001	14880000	106496	649.0	406.0	143.0	89.0	3400.0
3R	14700001	14900000	107647	652.0	408.0	134.0	80.0	3415.0
3R	14720001	14920000	103797	622.0	365.0	129.0	55.0	3230.0
3R	14740001	14940000	104920	647.0	390.0	120.0	47.0	3345.0
3R	14760001	14960000	105936	689.0	433.0	124.0	53.0	3544.0
3R	14780001	14980000	108955	698.0	435.0	127.0	48.0	3553.0
3R	14800001	15000000	111639	723.0	438.0	123.0	53.0	3629.0
3R	14820001	15020000	111368	806.0	463.0	116.0	51.0	3711.0
3R	14840001	15040000	106451	801.0	428.0	89.0	61.0	3486.0
3R	14860001	15060000	104640	824.0	388.0	87.0	60.0	3234.0
3R	14880001	15080000	104150	829.0	381.0	78.0	69.0	3126.0
3R	14900001	15100000	105229	853.0	412.0	79.0	80.0	3206.0
3R	14920001	15120000	106497	889.0	451.0	79.0	92.0	3464.0
3R	14940001	15140000	111802	1007.0	452.0	79.0	110.0	3847.0
3R	14960001	15160000	113622	1075.0	464.0	69.0	140.0	4087.0
3R	14980001	15180000	113178	1129.0	469.0	69.0	149.0	4176.0
3R	15000001	15200000	112017	1108.0	460.0	60.0	150.0	4131.0
3R	15020001	15220000	112866	1087.0	464.0	54.0	155.0	4155.0
3R	15040001	15240000	114716	1082.0	475.0	50.0	155.0	4068.0
3R	15060001	15260000	112094	1049.0	476.0	62.0	160.0	3934.0
3R	15080001	15280000	113128	1052.0	471.0	65.0	162.0	3911.0
3R	15100001	15300000	105134	991.0	422.0	60.0	150.0	3637.0
3R	15120001	15320000	105483	921.0	431.0	56.0	141.0	3457.0
3R	15140001	15340000	101323	768.0	420.0	63.0	137.0	3034.0
3R	15160001	15360000	101137	667.0	374.0	63.0	103.0	2735.0
3R	15180001	15380000	98889	600.0	343.0	58.0	92.0	2612.0
3R	15200001	15400000	95684	548.0	316.0	71.0	87.0	2570.0
3R	15220001	15420000	95957	544.0	296.0	85.0	83.0	2578.0
3R	15240001	15440000	97170	528.0	285.0	93.0	76.0	2604.0
3R	15260001	15460000	100687	538.0	281.0	88.0	73.0	2743.0
3R	15280001	15480000	102391	508.0	275.0	96.0	67.0	2790.0
3R	15300001	15500000	114495	604.0	302.0	115.0	85.0	3213.0
3R	15320001	15520000	116852	642.0	260.0	125.0	102.0	3321.0
3R	15340001	15540000	113641	632.0	231.0	141.0	90.0	3396.0
3R	15360001	15560000	106434	642.0	210.0	145.0	94.0	3413.0
3R	15380001	15580000	107981	674.0	227.0	172.0	99.0	3579.0
3R	15400001	15600000	117348	808.0	293.0	189.0	110.0	4082.0
3R	15420001	15620000	118954	797.0	292.0	180.0	110.0	4220.0
3R	15440001	15640000	116665	800.0	298.0	175.0	110.0	4407.0
3R	15460001	15660000	116816	855.0	317.0	190.0	131.0	4765.0
3R	15480001	15680000	116204	899.0	345.0	190.0	143.0	5000.0
3R	15500001	15700000	118994	969.0	391.0	222.0	141.0	5626.0
3R	15520001	15720000	119227	1062.0	416.0	231.0	129.0	6037.0
3R	15540001	15740000	122795	1091.0	420.0	211.0	126.0	6064.0
3R	15560001	15760000	129716	1155.0	446.0	223.0	120.0	6293.0
3R	15580001	15780000	130990	1199.0	445.0	202.0	117.0	6405.0
3R	15600001	15800000	124835	1070.0	380.0	173.0	115.0	5878.0
3R	15620001	15820000	120782	1039.0	357.0	163.0	115.0	5638.0
3R	15640001	15840000	123589	1080.0	359.0	164.0	123.0	5654.0
3R	15660001	15860000	121903	1025.0	348.0	141.0	100.0	5295.0
3R	15680001	15880000	121202	1025.0	339.0	135.0	80.0	5077.0
3R	15700001	15900000	113684	927.0	293.0	106.0	65.0	4356.0
3R	15720001	15920000	109228	843.0	279.0	86.0	59.0	3924.0
3R	15740001	15940000	107695	793.0	268.0	85.0	59.0	3672.0
3R	15760001	15960000	100741	720.0	252.0	69.0	57.0	3424.0
3R	15780001	15980000	100692	685.0	253.0	67.0	61.0	3253.0
3R	15800001	16000000	98478	727.0	262.0	72.0	68.0	3277.0
3R	15820001	16020000	105134	798.0	302.0	72.0	67.0	3594.0
3R	15840001	16040000	105366	831.0	323.0	72.0	71.0	3661.0
3R	15860001	16060000	104104	837.0	313.0	64.0	80.0	3686.0
3R	15880001	16080000	106046	907.0	355.0	66.0	107.0	3978.0
3R	15900001	16100000	109227	925.0	367.0	48.0	127.0	4018.0
3R	15920001	16120000	111378	899.0	371.0	59.0	134.0	4034.0
3R	15940001	16140000	115696	1006.0	428.0	62.0	155.0	4296.0
3R	15960001	16160000	121874	1062.0	437.0	62.0	160.0	4321.0
3R	15980001	16180000	121402	1078.0	434.0	58.0	154.0	4419.0
3R	16000001	16200000	125162	1118.0	447.0	67.0	153.0	4634.0
3R	16020001	16220000	119705	1053.0	410.0	67.0	161.0	4330.0
3R	16040001	16240000	114718	1006.0	384.0	69.0	165.0	4144.0
3R	16060001	16260000	114073	1013.0	394.0	86.0	166.0	4125.0
3R	16080001	16280000	108763	920.0	352.0	84.0	150.0	3804.0
3R	16100001	16300000	107344	964.0	366.0	91.0	182.0	3966.0
3R	16120001	16320000	104552	966.0	347.0	84.0	181.0	3782.0
3R	16140001	16340000	103181	907.0	313.0	83.0	167.0	3748.0
3R	16160001	16360000	105500	965.0	351.0	94.0	185.0	4011.0
3R	16180001	16380000	105040	975.0	366.0	103.0	186.0	3953.0
3R	16200001	16400000	103988	913.0	368.0	97.0	171.0	3744.0
3R	16220001	16420000	98048	896.0	362.0	96.0	165.0	3607.0
3R	16240001	16440000	97019	859.0	360.0	91.0	149.0	3481.0
3R	16260001	16460000	97255	832.0	341.0	79.0	139.0	3308.0
3R	16280001	16480000	100129	847.0	310.0	80.0	136.0	3313.0
3R	16300001	16500000	99352	770.0	273.0	74.0	86.0	3028.0
3R	16320001	16520000	98724	775.0	267.0	68.0	78.0	3021.0
3R	16340001	16540000	94625	752.0	263.0	68.0	76.0	2833.0
3R	16360001	16560000	93184	807.0	254.0	73.0	66.0	2823.0
3R	16380001	16580000	96794	855.0	261.0	101.0	68.0	3031.0
3R	16400001	16600000	97160	902.0	300.0	112.0	69.0	3078.0
3R	16420001	16620000	105559	984.0	355.0	137.0	73.0	3442.0
3R	16440001	16640000	112798	1073.0	397.0	146.0	81.0	3747.0
3R	16460001	16660000	116437	1100.0	440.0	149.0	77.0	3942.0
3R	16480001	16680000	118665	1153.0	504.0	156.0	72.0	4110.0
3R	16500001	16700000	120375	1233.0	531.0	171.0	89.0	4263.0
3R	16520001	16720000	125486	1309.0	574.0	186.0	100.0	4546.0
3R	16540001	16740000	128599	1403.0	571.0	191.0	100.0	4821.0
3R	16560001	16760000	128987	1375.0	575.0	176.0	106.0	4858.0
3R	16580001	16780000	128360	1370.0	584.0	139.0	116.0	4802.0
3R	16600001	16800000	129951	1371.0	568.0	118.0	130.0	4866.0
3R	16620001	16820000	125788	1329.0	519.0	94.0	125.0	4628.0
3R	16640001	16840000	120305	1302.0	472.0	83.0	114.0	4497.0
3R	16660001	16860000	111337	1233.0	420.0	78.0	116.0	4170.0
3R	16680001	16880000	112263	1262.0	411.0	71.0	136.0	4311.0
3R	16700001	16900000	102652	1126.0	365.0	51.0	116.0	3911.0
3R	16720001	16920000	94668	998.0	328.0	37.0	103.0	3527.0
3R	16740001	16940000	87591	847.0	302.0	25.0	95.0	3108.0
3R	16760001	16960000	76218	675.0	248.0	20.0	75.0	2508.0
3R	16780001	16980000	75615	686.0	267.0	34.0	79.0	2611.0
3R	16800001	17000000	73237	630.0	240.0	37.0	67.0	2442.0
3R	16820001	17020000	73664	603.0	250.0	51.0	70.0	2484.0
3R	16840001	17040000	73678	571.0	256.0	67.0	82.0	2464.0
3R	16860001	17060000	82936	690.0	271.0	77.0	99.0	2869.0
3R	16880001	17080000	79799	663.0	229.0	90.0	82.0	2656.0
3R	16900001	17100000	87484	738.0	253.0	104.0	90.0	2947.0
3R	16920001	17120000	85162	734.0	237.0	103.0	88.0	2881.0
3R	16940001	17140000	95218	874.0	271.0	119.0	102.0	3354.0
3R	16960001	17160000	104359	934.0	305.0	127.0	115.0	3607.0
3R	16980001	17180000	104502	873.0	275.0	126.0	108.0	3440.0
3R	17000001	17200000	108990	927.0	334.0	128.0	111.0	3700.0
3R	17020001	17220000	113457	1058.0	359.0	140.0	111.0	4020.0
3R	17040001	17240000	112439	1104.0	350.0	138.0	101.0	4047.0
3R	17060001	17260000	111550	1182.0	365.0	134.0	92.0	4262.0
3R	17080001	17280000	109377	1164.0	372.0	118.0	102.0	4224.0
3R	17100001	17300000	109177	1189.0	367.0	110.0	120.0	4332.0
3R	17120001	17320000	114613	1294.0	395.0	116.0	137.0	4734.0
3R	17140001	17340000	114384	1345.0	396.0	117.0	154.0	4825.0
3R	17160001	17360000	115347	1463.0	392.0	120.0	151.0	5019.0
3R	17180001	17380000	118546	1561.0	393.0	125.0	162.0	5275.0
3R	17200001	17400000	115437	1540.0	338.0	130.0	161.0	5113.0
3R	17220001	17420000	109533	1414.0	310.0	106.0	159.0	4652.0
3R	17240001	17440000	113034	1425.0	339.0	90.0	176.0	4648.0
3R	17260001	17460000	112949	1281.0	335.0	83.0	181.0	4227.0
3R	17280001	17480000	119200	1291.0	354.0	82.0	192.0	4284.0
3R	17300001	17500000	125657	1374.0	417.0	129.0	200.0	4463.0
3R	17320001	17520000	130666	1340.0	431.0	164.0	193.0	4358.0
3R	17340001	17540000	129762	1245.0	421.0	173.0	171.0	4041.0
3R	17360001	17560000	130902	1203.0	435.0	173.0	188.0	4042.0
3R	17380001	17580000	128227	1143.0	423.0	156.0	174.0	3750.0
3R	17400001	17600000	129257	1208.0	425.0	146.0	194.0	3918.0
3R	17420001	17620000	133748	1312.0	437.0	150.0	215.0	4319.0
3R	17440001	17640000	133466	1254.0	420.0	166.0	210.0	4397.0
3R	17460001	17660000	131875	1286.0	433.0	175.0	208.0	4555.0
3R	17480001	17680000	129566	1296.0	421.0	171.0	209.0	4631.0
3R	17500001	17700000	125503	1232.0	384.0	129.0	185.0	4559.0
3R	17520001	17720000	125328	1256.0	370.0	110.0	218.0	4643.0
3R	17540001	17740000	125513	1322.0	402.0	104.0	227.0	4908.0
3R	17560001	17760000	130266	1379.0	444.0	105.0	224.0	5324.0
3R	17580001	17780000	130021	1408.0	464.0	106.0	230.0	5483.0
3R	17600001	17800000	130080	1375.0	468.0	112.0	209.0	5380.0
3R	17620001	17820000	132612	1329.0	479.0	120.0	195.0	5346.0
3R	17640001	17840000	134009	1360.0	510.0	125.0	197.0	5366.0
3R	17660001	17860000	130019	1280.0	473.0	117.0	192.0	5143.0
3R	17680001	17880000	132023	1265.0	462.0	125.0	176.0	4997.0
3R	17700001	17900000	135693	1239.0	440.0	124.0	174.0	4954.0
3R	17720001	17920000	136131	1178.0	426.0	107.0	130.0	4801.0
3R	17740001	17940000	131444	1071.0	393.0	98.0	115.0	4422.0
3R	17760001	17960000	131866	1053.0	355.0	114.0	95.0	4028.0
3R	17780001	17980000	132345	1028.0	360.0	152.0	87.0	4073.0
3R	17800001	18000000	136451	1095.0	428.0	180.0	82.0	4434.0
3R	17820001	18020000	140183	1142.0	479.0	200.0	72.0	4761.0
3R	17840001	18040000	144309	1229.0	477.0	211.0	83.0	5123.0
3R	17860001	18060000	152502	1316.0	524.0	250.0	90.0	5558.0
3R	17880001	18080000	151954	1268.0	520.0	247.0	90.0	5484.0
3R	17900001	18100000	142438	1211.0	511.0	238.0	89.0	5200.0
3R	17920001	18120000	139311	1217.0	521.0	239.0	94.0	5316.0
3R	17940001	18140000	140701	1215.0	510.0	231.0	92.0	5449.0
3R	17960001	18160000	138543	1092.0	476.0	207.0	95.0	5212.0
3R	17980001	18180000	140980	1044.0	440.0	170.0	88.0	4933.0
3R	18000001	18200000	139250	974.0	372.0	151.0	86.0	4619.0
3R	18020001	18220000	133391	917.0	328.0	122.0	88.0	4118.0
3R	18040001	18240000	129337	776.0	320.0	97.0	58.0	3612.0
3R	18060001	18260000	128517	787.0	335.0	68.0	46.0	3534.0
3R	18080001	18280000	130741	874.0	404.0	66.0	35.0	3880.0
3R	18100001	18300000	137306	980.0	451.0	83.0	33.0	4183.0
3R	18120001	18320000	134289	1044.0	453.0	100.0	38.0	4156.0
3R	18140001	18340000	136525	1171.0	481.0	112.0	49.0	4362.0
3R	18160001	18360000	134592	1258.0	498.0	110.0	63.0	4523.0
3R	18180001	18380000	132988	1359.0	523.0	116.0	82.0	4770.0
3R	18200001	18400000	132755	1394.0	527.0	139.0	110.0	5009.0
3R	18220001	18420000	137563	1621.0	562.0	197.0	134.0	5533.0
3R	18240001	18440000	140876	1781.0	579.0	226.0	166.0	5760.0
3R	18260001	18460000	140419	1863.0	592.0	247.0	209.0	5911.0
3R	18280001	18480000	141122	1906.0	589.0	276.0	264.0	6118.0
3R	18300001	18500000	143363	1908.0	600.0	290.0	278.0	6110.0
3R	18320001	18520000	152511	1921.0	637.0	281.0	295.0	6297.0
3R	18340001	18540000	154039	1886.0	645.0	274.0	299.0	6345.0
3R	18360001	18560000	155624	1936.0	676.0	317.0	294.0	6692.0
3R	18380001	18580000	155763	1913.0	652.0	320.0	286.0	6683.0
3R	18400001	18600000	153071	1918.0	652.0	295.0	274.0	6729.0
3R	18420001	18620000	150684	1710.0	599.0	238.0	247.0	6340.0
3R	18440001	18640000	149441	1617.0	590.0	203.0	217.0	6443.0
3R	18460001	18660000	151943	1492.0	556.0	171.0	182.0	6330.0
3R	18480001	18680000	140205	1315.0	477.0	138.0	136.0	5693.0
3R	18500001	18700000	124775	1170.0	404.0	106.0	117.0	5202.0
3R	18520001	18720000	107903	1034.0	335.0	92.0	90.0	4632.0
3R	18540001	18740000	93805	885.0	283.0	84.0	72.0	4027.0
3R	18560001	18760000	78487	693.0	216.0	39.0	56.0	3261.0
3R	18580001	18780000	64360	537.0	193.0	25.0	44.0	2725.0
3R	18600001	18800000	52050	370.0	146.0	12.0	25.0	1966.0
3R	18620001	18820000	37275	243.0	112.0	5.0	24.0	1468.0
3R	18640001	18840000	22110	115.0	61.0	4.0	22.0	811.0
3R	18660001	18860000	5658	28.0	11.0	1.0	10.0	206.0
3R	18740001	18940000	1738	8.0	5.0	0.0	1.0	50.0
3R	18760001	18960000	17177	94.0	54.0	2.0	20.0	577.0
3R	18780001	18980000	31827	140.0	78.0	9.0	32.0	964.0
3R	18800001	19000000	47818	272.0	154.0	14.0	75.0	1665.0
3R	18820001	19020000	58882	339.0	186.0	18.0	84.0	2026.0
3R	18840001	19040000	70766	410.0	207.0	25.0	92.0	2440.0
3R	18860001	19060000	87731	566.0	269.0	54.0	112.0	3217.0
3R	18880001	19080000	102455	655.0	306.0	76.0	124.0	3862.0
3R	18900001	19100000	115537	699.0	334.0	83.0	132.0	4192.0
3R	18920001	19120000	127938	773.0	356.0	89.0	161.0	4584.0
3R	18940001	19140000	141671	867.0	390.0	95.0	175.0	5124.0
3R	18960001	19160000	140814	992.0	417.0	111.0	169.0	5271.0
3R	18980001	19180000	143283	1157.0	481.0	108.0	182.0	5724.0
3R	19000001	19200000	144834	1276.0	465.0	107.0	180.0	5820.0
3R	19020001	19220000	147564	1377.0	488.0	109.0	197.0	6198.0
3R	19040001	19240000	135680	1306.0	467.0	102.0	189.0	5784.0
3R	19060001	19260000	123311	1197.0	415.0	79.0	173.0	5241.0
3R	19080001	19280000	113304	1188.0	403.0	59.0	166.0	4868.0
3R	19100001	19300000	114667	1320.0	431.0	57.0	163.0	5275.0
3R	19120001	19320000	116392	1401.0	452.0	64.0	142.0	5557.0
3R	19140001	19340000	117396	1458.0	516.0	90.0	143.0	5839.0
3R	19160001	19360000	118370	1395.0	516.0	95.0	133.0	6020.0
3R	19180001	19380000	110386	1294.0	468.0	132.0	111.0	5808.0
3R	19200001	19400000	108661	1144.0	462.0	163.0	76.0	5609.0
3R	19220001	19420000	104519	1035.0	424.0	168.0	63.0	5154.0
3R	19240001	19440000	119064	1177.0	464.0	185.0	108.0	5692.0
3R	19260001	19460000	125194	1187.0	464.0	186.0	119.0	5752.0
3R	19280001	19480000	130523	1169.0	464.0	188.0	131.0	5797.0
3R	19300001	19500000	125446	1066.0	460.0	197.0	142.0	5436.0
3R	19320001	19520000	120168	931.0	436.0	198.0	142.0	4942.0
3R	19340001	19540000	113966	785.0	339.0	168.0	131.0	4174.0
3R	19360001	19560000	105610	672.0	285.0	152.0	155.0	3499.0
3R	19380001	19580000	103720	575.0	251.0	113.0	153.0	2925.0
3R	19400001	19600000	95173	494.0	202.0	83.0	152.0	2437.0
3R	19420001	19620000	94335	475.0	207.0	84.0	147.0	2321.0
3R	19440001	19640000	90350	421.0	196.0	73.0	109.0	2072.0
3R	19460001	19660000	93185	469.0	242.0	91.0	120.0	2150.0
3R	19480001	19680000	95832	526.0	278.0	107.0	113.0	2247.0
3R	19500001	19700000	97342	533.0	273.0	109.0	110.0	2148.0
3R	19520001	19720000	100973	594.0	284.0	96.0	120.0	2311.0
3R	19540001	19740000	104489	710.0	335.0	97.0	150.0	2701.0
3R	19560001	19760000	107372	742.0	342.0	92.0	130.0	2785.0
3R	19580001	19780000	110474	838.0	367.0	107.0	146.0	3039.0
3R	19600001	19800000	112510	909.0	391.0	119.0	160.0	3280.0
3R	19620001	19820000	114808	950.0	396.0	110.0	159.0	3422.0
3R	19640001	19840000	114815	952.0	425.0	112.0	187.0	3506.0
3R	19660001	19860000	110743	885.0	386.0	93.0	172.0	3319.0
3R	19680001	19880000	105924	823.0	343.0	77.0	164.0	3050.0
3R	19700001	19900000	107242	888.0	345.0	72.0	164.0	3126.0
3R	19720001	19920000	108930	996.0	366.0	79.0	177.0	3328.0
3R	19740001	19940000	111858	1100.0	358.0	84.0	169.0	3627.0
3R	19760001	19960000	117942	1254.0	402.0	86.0	186.0	4046.0
3R	19780001	19980000	118458	1241.0	404.0	83.0	175.0	4133.0
3R	19800001	20000000	120704	1259.0	409.0	88.0	168.0	4141.0
3R	19820001	20020000	114223	1198.0	390.0	92.0	164.0	3923.0
3R	19840001	20040000	113406	1172.0	368.0	86.0	136.0	3762.0
3R	19860001	20060000	113415	1182.0	367.0	85.0	128.0	3813.0
3R	19880001	20080000	114056	1179.0	366.0	87.0	131.0	3881.0
3R	19900001	20100000	112352	1133.0	335.0	82.0	121.0	3820.0
3R	19920001	20120000	105818	1015.0	302.0	83.0	97.0	3548.0
3R	19940001	20140000	102491	901.0	297.0	87.0	86.0	3340.0
3R	19960001	20160000	100387	815.0	279.0	105.0	65.0	3168.0
3R	19980001	20180000	105822	936.0	388.0	127.0	85.0	3553.0
3R	20000001	20200000	106888	942.0	406.0	123.0	102.0	3653.0
3R	20020001	20220000	110722	1041.0	461.0	127.0	115.0	3961.0
3R	20040001	20240000	110957	1042.0	440.0	129.0	113.0	4100.0
3R	20060001	20260000	112830	1089.0	469.0	128.0	115.0	4403.0
3R	20080001	20280000	119209	1125.0	512.0	137.0	128.0	4635.0
3R	20100001	20300000	119378	1101.0	552.0	133.0	139.0	4708.0
3R	20120001	20320000	125739	1131.0	581.0	124.0	135.0	4968.0
3R	20140001	20340000	124229	1077.0	551.0	113.0	120.0	4625.0
3R	20160001	20360000	119515	1020.0	525.0	93.0	131.0	4458.0
3R	20180001	20380000	110940	825.0	404.0	57.0	108.0	3873.0
3R	20200001	20400000	110707	785.0	395.0	42.0	82.0	3888.0
3R	20220001	20420000	110150	738.0	358.0	34.0	66.0	3763.0
3R	20240001	20440000	109744	745.0	370.0	35.0	73.0	3796.0
3R	20260001	20460000	107551	710.0	343.0	41.0	75.0	3632.0
3R	20280001	20480000	104189	681.0	311.0	47.0	83.0	3651.0
3R	20300001	20500000	103561	649.0	268.0	57.0	73.0	3525.0
3R	20320001	20520000	101230	638.0	247.0	67.0	88.0	3397.0
3R	20340001	20540000	101186	631.0	255.0	77.0	106.0	3585.0
3R	20360001	20560000	102573	654.0	243.0	94.0	116.0	3663.0
3R	20380001	20580000	105546	724.0	250.0	104.0	124.0	3869.0
3R	20400001	20600000	109411	810.0	250.0	113.0	132.0	3940.0
3R	20420001	20620000	115335	851.0	261.0	111.0	139.0	4008.0
3R	20440001	20640000	119677	908.0	259.0	107.0	135.0	4076.0
3R	20460001	20660000	117417	917.0	251.0	99.0	129.0	3887.0
3R	20480001	20680000	120432	990.0	264.0	86.0	116.0	3971.0
3R	20500001	20700000	120145	1047.0	270.0	78.0	116.0	4104.0
3R	20520001	20720000	118166	1059.0	288.0	81.0	99.0	4021.0
3R	20540001	20740000	115465	1070.0	309.0	85.0	95.0	3911.0
3R	20560001	20760000	118554	1054.0	327.0	71.0	84.0	3881.0
3R	20580001	20780000	117276	1034.0	332.0	64.0	74.0	3804.0
3R	20600001	20800000	113912	963.0	328.0	53.0	67.0	3547.0
3R	20620001	20820000	113012	986.0	324.0	55.0	64.0	3579.0
3R	20640001	20840000	113884	1042.0	343.0	57.0	69.0	3604.0
3R	20660001	20860000	122498	1087.0	346.0	58.0	75.0	3815.0
3R	20680001	20880000	123751	1115.0	370.0	55.0	77.0	3823.0
3R	20700001	20900000	129574	1188.0	394.0	58.0	83.0	4073.0
3R	20720001	20920000	134128	1264.0	408.0	49.0	89.0	4284.0
3R	20740001	20940000	136679	1363.0	393.0	50.0	88.0	4389.0
3R	20760001	20960000	135934	1486.0	423.0	60.0	99.0	4657.0
3R	20780001	20980000	139270	1586.0	463.0	81.0	119.0	4802.0
3R	20800001	21000000	136398	1624.0	451.0	92.0	129.0	4846.0
3R	20820001	21020000	132417	1597.0	460.0	96.0	145.0	4745.0
3R	20840001	21040000	129452	1529.0	450.0	100.0	146.0	4786.0
3R	20860001	21060000	120216	1450.0	450.0	98.0	146.0	4559.0
3R	20880001	21080000	114302	1338.0	412.0	95.0	133.0	4292.0
3R	20900001	21100000	113240	1317.0	432.0	95.0	128.0	4307.0
3R	20920001	21120000	112110	1250.0	442.0	100.0	122.0	4187.0
3R	20940001	21140000	114773	1195.0	455.0	102.0	114.0	4195.0
3R	20960001	21160000	111993	1088.0	432.0	105.0	117.0	3895.0
3R	20980001	21180000	111301	1034.0	431.0	103.0	124.0	3963.0
3R	21000001	21200000	112339	1012.0	427.0	115.0	121.0	3930.0
3R	21020001	21220000	113975	968.0	395.0	113.0	106.0	3876.0
3R	21040001	21240000	113656	901.0	373.0	114.0	107.0	3579.0
3R	21060001	21260000	116792	1010.0	412.0	122.0	120.0	3798.0
3R	21080001	21280000	116917	1022.0	421.0	126.0	132.0	3792.0
3R	21100001	21300000	112676	984.0	408.0	124.0	144.0	3653.0
3R	21120001	21320000	112590	964.0	373.0	125.0	167.0	3800.0
3R	21140001	21340000	105017	896.0	346.0	109.0	167.0	3549.0
3R	21160001	21360000	104615	875.0	337.0	106.0	159.0	3545.0
3R	21180001	21380000	102306	837.0	281.0	92.0	137.0	3384.0
3R	21200001	21400000	99407	753.0	264.0	74.0	135.0	3272.0
3R	21220001	21420000	102109	849.0	289.0	78.0	153.0	3443.0
3R	21240001	21440000	104387	923.0	310.0	85.0	158.0	3644.0
3R	21260001	21460000	107785	901.0	284.0	109.0	197.0	3684.0
3R	21280001	21480000	108461	906.0	271.0	123.0	203.0	3706.0
3R	21300001	21500000	107156	864.0	228.0	134.0	208.0	3447.0
3R	21320001	21520000	101721	850.0	211.0	137.0	197.0	3135.0
3R	21340001	21540000	106779	900.0	226.0	154.0	210.0	3285.0
3R	21360001	21560000	113809	1009.0	272.0	179.0	224.0	3632.0
3R	21380001	21580000	121581	1206.0	329.0	213.0	288.0	4090.0
3R	21400001	21600000	129652	1397.0	387.0	224.0	334.0	4523.0
3R	21420001	21620000	132684	1403.0	404.0	236.0	350.0	4653.0
3R	21440001	21640000	138289	1493.0	446.0	259.0	395.0	4955.0
3R	21460001	21660000	142956	1574.0	485.0	266.0	362.0	5127.0
3R	21480001	21680000	149990	1744.0	536.0	286.0	364.0	5699.0
3R	21500001	21700000	156017	1837.0	558.0	289.0	346.0	5989.0
3R	21520001	21720000	167073	1928.0	594.0	335.0	337.0	6482.0
3R	21540001	21740000	172559	2006.0	612.0	378.0	347.0	6919.0
3R	21560001	21760000	171240	1990.0	576.0	381.0	348.0	6896.0
3R	21580001	21780000	166177	1846.0	540.0	354.0	304.0	6541.0
3R	21600001	21800000	161101	1750.0	527.0	350.0	274.0	6432.0
3R	21620001	21820000	146670	1592.0	485.0	330.0	236.0	5984.0
3R	21640001	21840000	130514	1394.0	427.0	293.0	172.0	5438.0
3R	21660001	21860000	123851	1243.0	383.0	257.0	157.0	5089.0
3R	21680001	21880000	117960	1087.0	343.0	242.0	145.0	4642.0
3R	21700001	21900000	116288	1037.0	353.0	259.0	158.0	4561.0
3R	21720001	21920000	111077	1054.0	345.0	227.0	169.0	4360.0
3R	21740001	21940000	104870	975.0	328.0	167.0	148.0	3921.0
3R	21760001	21960000	99132	908.0	315.0	129.0	126.0	3659.0
3R	21780001	21980000	101336	940.0	346.0	165.0	122.0	3746.0
3R	21800001	22000000	103491	1001.0	341.0	191.0	112.0	3743.0
3R	21820001	22020000	113506	1062.0	381.0	217.0	129.0	4012.0
3R	21840001	22040000	127788	1198.0	410.0	228.0	134.0	4339.0
3R	21860001	22060000	129520	1253.0	426.0	225.0	137.0	4473.0
